ID,PTM_count,Phosphorylation_MSD,Glycosylation_MSD,Ubiquitination_MSD,SUMOylation_MSD,Acetyllysine_MSD,Palmitoylation_MSD,Hydroxylation_MSD,Methylation_MSD,Pyrrolidone_carboxylic_acid_MSD
Q12967,20,1,1,0,0,0,0,0,0,0
P42892,25,1,1,0,0,1,0,1,0,1
Q03001,119,1,1,1,1,0,0,0,0,1
Q5VTE0,19,0,1,1,1,1,0,0,1,0
Q99527,5,1,1,0,0,0,0,0,1,0
Q9Y3R5,45,1,1,0,1,0,0,0,1,1
Q9BXX0,20,1,1,0,1,0,0,0,1,1
Q8N336,2,0,1,0,0,0,1,0,0,0
Q9UM22,3,1,1,0,0,0,0,0,0,0
Q96C92,18,1,1,0,1,0,0,0,0,0
Q8NCI6,15,1,1,0,1,0,0,0,1,0
Q8TB36,12,1,1,1,0,0,0,0,0,1
Q14549,13,1,1,0,0,0,0,1,1,1
Q8WZA8,3,1,0,0,0,0,0,1,0,0
O95528,7,1,1,0,0,0,0,0,1,1
Q8IXQ5,5,1,1,0,0,1,0,0,0,0
Q9Y450,11,1,1,0,0,1,0,0,1,0
Q6FI13,8,1,0,1,0,1,0,0,1,0
Q3ZCU0,2,1,1,0,0,0,0,0,0,0
Q92993,18,1,1,0,1,1,0,0,0,0
Q8WTQ7,5,1,1,0,0,0,0,0,0,0
P16401,15,1,1,0,1,1,0,0,1,0
A8MVS5,12,1,1,0,0,0,0,0,1,0
Q96MB7,8,1,1,0,1,0,1,0,0,0
P12081,6,1,0,0,1,1,1,0,0,0
C9JL84,19,1,1,0,1,0,1,0,1,0
Q5U5R9,16,1,1,0,0,0,0,0,0,1
O43365,17,1,1,0,0,0,0,1,1,1
Q00056,12,1,1,0,0,0,0,0,1,0
A6NFD8,4,1,1,0,0,0,0,0,0,0
A0A0J9YXX1,2,0,0,0,0,0,0,0,0,1
P01742,1,0,0,0,0,0,0,0,0,1
P0DMV9,21,1,1,0,0,1,0,1,1,0
P54868,17,1,0,0,1,1,0,0,0,1
Q86SU0,23,1,0,0,0,0,1,1,0,1
P05114,9,1,0,0,1,1,0,0,1,0
P13747,7,1,1,0,0,0,0,0,0,1
P55010,15,1,1,0,1,0,0,0,0,0
Q9NZI8,15,1,1,0,1,0,0,1,1,0
Q9P0M4,3,1,0,0,0,0,1,0,1,0
O00629,7,1,1,0,0,0,0,0,0,0
Q6NXR0,10,1,1,0,0,0,0,0,0,0
P60568,1,0,1,0,0,0,0,0,0,0
P0DOY3,4,1,1,0,0,0,0,0,0,1
P05155,27,1,1,0,0,0,0,0,0,0
Q9NRM6,10,0,1,0,0,0,1,0,0,1
Q6ZMJ4,3,1,1,0,0,0,0,0,0,1
P24394,36,1,1,0,1,0,1,1,0,0
Q8WUF5,55,1,1,0,0,0,0,1,1,1
Q96CN7,1,0,1,0,0,0,0,0,0,0
Q96MA6,2,0,1,0,0,0,0,0,0,0
O15397,13,1,1,0,1,0,1,0,0,1
P08779,8,1,0,0,0,0,1,0,1,1
Q9H160,2,1,1,0,0,0,0,0,0,0
P26440,6,1,0,0,1,1,0,0,0,0
Q9UM21,8,1,1,0,1,1,0,0,0,1
Q96M94,2,1,1,0,0,0,0,0,0,0
D3W0D1,3,1,1,0,0,0,0,0,0,0
Q53RY4,4,1,0,0,0,0,1,0,0,0
Q6PI47,11,1,1,0,0,0,0,0,1,0
O76011,13,0,1,0,0,1,1,1,0,0
Q7Z5Y7,7,1,1,0,0,0,0,0,0,0
Q14721,35,1,1,0,1,0,0,1,1,1
Q63HM1,4,1,1,0,0,0,0,0,0,0
Q8TBQ9,1,0,1,0,0,0,0,0,0,0
Q9NZV8,13,1,1,0,0,0,0,0,1,0
Q9NXV2,6,1,1,0,0,0,1,0,1,0
Q53GT1,10,1,1,0,0,0,0,0,0,0
P41743,14,1,1,0,1,0,0,0,1,0
Q8NCW0,13,1,1,0,0,0,1,0,1,0
A0A0C4DH67,6,1,1,0,0,0,1,0,1,1
P13473,29,1,1,0,1,0,1,0,0,0
Q9NUJ1,5,1,1,0,1,0,0,0,1,0
P08173,11,1,1,0,1,0,1,0,0,0
P46952,2,1,0,0,0,0,0,0,0,0
P42684,44,1,1,0,0,0,0,0,1,0
Q9NPC4,7,0,1,0,0,0,0,0,1,0
Q9UJX6,16,1,1,0,0,0,0,0,0,0
Q9UPM8,16,1,1,0,1,0,0,0,0,0
Q8N4T4,3,1,0,0,0,0,1,1,0,0
Q0P5N6,5,1,1,0,0,0,0,0,1,0
Q8N6S5,8,1,0,0,1,0,1,0,0,0
Q9Y2G4,19,1,1,0,1,1,0,0,0,1
P10398,16,1,0,1,0,0,0,0,1,0
Q5SQI0,18,1,1,0,0,1,0,0,1,1
Q8TDY4,12,1,1,0,0,1,0,0,0,0
Q6ZVZ8,10,1,0,0,0,0,0,0,1,0
Q3MJ40,21,1,1,0,0,0,1,1,1,0
Q9NUP1,3,1,0,0,0,0,0,0,0,0
A6QL63,18,1,1,0,0,0,0,1,1,0
Q5TBC7,1,1,0,0,0,0,0,0,0,0
P55061,1,0,0,1,0,0,0,0,0,0
Q969J3,9,1,1,0,1,1,0,0,0,0
Q9Y6D5,27,1,1,0,1,1,0,0,0,1
Q3B7T3,12,1,1,0,0,0,1,0,0,1
Q9NPZ5,11,1,1,0,1,0,0,0,1,0
O95429,18,1,1,0,0,1,0,0,1,0
Q16520,4,1,0,0,0,0,0,0,0,0
P06881,1,1,0,0,0,0,0,0,0,0
Q9P2K1,21,1,1,0,1,1,0,0,0,1
Q9ULV8,11,1,1,0,1,0,0,0,0,1
Q9UK00,6,1,1,0,0,0,0,0,1,0
P13994,17,1,0,0,0,1,0,0,0,0
Q8NCU1,2,1,0,0,0,0,1,0,0,0
Q7Z3E2,16,1,1,0,1,0,0,0,1,0
Q8NDL9,33,1,1,1,0,0,1,1,1,0
P00918,4,1,0,0,1,0,0,0,0,0
P13501,4,0,1,0,0,0,0,1,0,0
Q5SZD1,6,1,0,0,0,0,0,0,1,1
Q8IWX8,31,1,1,0,1,1,0,1,1,0
Q03701,27,1,1,0,1,1,0,0,1,0
P16070,30,1,1,0,0,0,0,0,1,1
P61604,8,0,0,0,0,1,0,0,0,0
Q8N9P6,9,1,1,0,0,0,0,0,1,0
Q9P2D1,101,1,1,0,1,1,1,0,1,1
Q8TDX6,11,1,1,0,1,0,0,0,1,1
Q96MD7,1,1,0,0,0,0,0,0,0,0
Q5T5M9,2,1,1,0,0,0,0,0,0,0
Q5T5N4,7,1,1,0,1,0,1,0,0,0
Q8IU89,4,1,1,0,0,1,0,0,0,0
C9JXX5,5,1,0,0,0,0,0,0,0,1
B7Z368,10,1,1,0,0,0,0,1,0,0
Q03692,27,1,0,0,1,0,0,1,1,0
Q6PJW8,15,1,1,0,0,0,0,0,0,0
Q9UQC9,20,1,1,0,1,0,0,0,0,0
O14967,19,1,1,0,1,1,1,0,0,0
P54107,1,0,1,0,0,0,0,0,0,0
Q9BZB8,9,1,1,0,0,0,0,0,0,1
P13584,4,0,1,0,0,0,0,0,1,1
O14810,3,1,0,0,0,0,0,0,0,0
Q9H6X5,28,1,1,0,0,0,0,0,0,0
C9J6K1,3,1,0,0,0,0,0,0,0,0
Q6ZPD9,6,1,1,0,1,0,0,0,0,0
P50461,6,1,1,0,0,1,0,1,0,0
Q8N104,2,0,0,0,0,0,1,1,0,0
A0A1B0GTR3,7,1,1,0,0,0,0,0,1,0
P0DP73,4,1,0,0,0,0,0,1,0,0
Q9H467,3,1,0,0,1,0,0,0,0,0
Q8WYQ4,7,1,1,0,1,0,0,0,1,0
Q9H0Q0,3,0,1,0,0,0,0,0,0,0
Q96SD1,15,1,1,0,0,0,1,0,0,0
A2RUS2,16,1,1,0,1,0,0,0,1,0
Q9Y6V7,6,1,0,0,1,0,0,0,0,1
Q8IZD4,21,1,1,0,0,0,0,0,1,0
P80365,6,1,1,0,0,1,1,0,0,0
P37059,3,1,1,0,0,0,0,0,0,0
P51659,14,1,1,0,1,1,0,0,0,0
Q9H5J4,1,0,1,0,0,0,0,0,0,0
Q5J8M3,4,1,0,0,0,0,0,0,0,0
P06733,27,1,1,0,0,1,0,0,0,0
Q9UHY7,1,0,1,0,0,0,0,0,0,0
Q96J88,7,1,0,0,1,0,0,0,0,0
Q5XG92,4,0,1,0,0,1,0,0,0,0
Q96K12,4,0,1,0,0,0,0,0,0,1
O15083,13,1,0,0,1,0,0,0,0,0
P62495,5,1,1,0,1,0,0,0,1,0
Q05397,29,1,1,0,1,1,0,0,0,1
P50548,36,1,1,0,1,0,0,1,1,1
Q6P587,4,1,0,0,1,1,0,0,0,0
Q86UY5,10,1,1,0,0,0,0,0,1,0
P22794,7,1,1,0,0,0,0,0,0,1
Q3ZCQ3,6,1,1,0,0,0,0,0,1,0
Q8N128,6,1,1,0,0,0,0,0,0,0
O95571,5,1,0,0,0,1,0,0,1,1
Q49AJ0,23,1,1,0,1,0,0,0,1,0
C9JC47,10,1,1,0,0,0,0,0,0,0
Q8N7L0,3,1,0,0,0,0,0,0,0,1
A0A1B0GVR7,1,0,1,0,0,0,0,0,0,0
O60774,6,1,1,0,0,0,0,0,1,0
Q96DP5,9,1,1,0,1,0,1,0,1,0
Q6BAA4,11,1,1,0,0,0,0,0,0,1
Q96AY3,10,1,1,0,0,0,0,0,1,0
Q5T1M5,44,1,1,0,1,1,0,0,1,0
Q8N0W3,10,1,1,0,1,0,1,1,1,1
Q7Z6M2,8,1,1,0,1,0,0,0,0,0
Q96C11,4,1,1,0,0,0,0,0,0,0
Q96QU4,8,1,1,0,0,0,0,0,0,0
Q5NUL3,5,1,1,0,0,0,1,0,0,0
Q9UQC2,37,1,1,0,0,0,1,0,1,0
Q9BTY2,6,1,1,0,1,0,0,0,0,1
Q9Y2L6,28,1,1,0,0,0,0,0,0,0
Q8N292,7,1,1,0,0,0,1,0,1,0
Q12841,6,1,1,0,0,0,0,0,1,0
Q0VG06,13,1,1,0,1,0,0,0,0,0
P85037,53,1,1,0,0,1,0,1,1,1
A8MWK0,8,1,1,0,0,1,1,0,0,1
Q9H4G4,3,1,0,0,0,1,0,0,1,0
Q9H936,3,0,1,0,0,0,0,0,1,0
Q8TF65,2,1,0,0,1,0,0,0,0,0
Q8WU67,2,1,1,0,0,0,0,0,0,0
P11230,3,1,1,0,0,0,0,0,1,0
Q6ZSZ5,48,1,1,0,0,0,1,0,1,1
O14497,83,1,1,0,1,0,0,1,1,1
P28838,9,1,1,0,0,1,0,0,0,0
Q8NB49,9,1,1,0,0,0,0,0,0,1
Q9Y2G3,15,1,1,0,1,0,1,0,0,0
P11245,1,1,0,0,0,0,0,0,0,0
Q9H1Y0,1,0,1,0,0,0,0,0,0,0
O95393,5,0,1,0,1,0,1,0,0,0
Q9HCU9,11,1,0,0,0,0,0,0,0,0
Q9BRD0,49,1,1,0,1,0,0,0,0,0
Q9H3Q1,16,1,0,0,0,0,0,1,1,0
Q9UKI2,12,1,1,0,0,1,0,0,0,1
O60909,9,1,1,0,0,0,0,0,1,1
Q7Z5W3,3,1,1,0,0,0,0,0,0,0
Q9BZR8,10,1,1,0,0,1,1,0,0,0
Q96GS4,25,1,1,0,0,0,1,1,1,0
Q9BYG0,4,0,1,0,0,0,0,0,0,0
Q9H8M2,19,1,1,0,1,1,0,0,1,0
Q13072,1,0,0,0,1,0,0,0,0,0
Q8NHY0,6,1,0,0,1,1,0,0,1,1
Q7Z5L3,4,1,1,0,0,0,0,1,1,0
P05814,8,1,1,0,1,0,0,0,1,0
Q8WV48,7,1,1,0,0,0,0,0,0,0
Q6ZN84,11,1,1,0,1,0,0,0,0,1
Q8N350,47,1,1,0,0,0,1,1,1,0
P45973,12,1,1,0,0,1,0,0,1,0
P22362,1,0,1,0,0,0,0,0,0,0
Q6UY09,20,1,1,0,1,0,1,0,0,1
Q16663,1,0,0,0,0,0,0,0,0,1
Q5VT06,106,1,1,0,1,0,0,0,1,1
Q9UQN3,4,1,1,0,0,0,0,0,0,0
P0DO97,8,1,0,0,1,0,0,0,0,0
P52757,5,1,1,0,1,0,0,0,0,0
P51685,4,1,1,0,0,0,0,0,0,0
Q9P209,16,1,0,0,1,0,0,0,0,0
P11912,12,1,1,0,0,0,0,0,1,1
Q6ZMG9,7,1,1,0,0,0,0,0,0,0
Q9GZU0,2,0,1,0,1,0,0,0,0,0
Q99618,25,1,1,0,0,1,0,0,0,0
Q00537,22,1,1,0,1,0,0,0,1,0
Q6P9H4,20,1,1,0,1,0,0,0,1,0
Q14050,34,1,1,0,1,0,0,1,1,1
Q7Z7K6,19,1,1,0,0,0,0,1,1,0
P20849,40,1,1,0,1,1,0,1,1,0
Q5JTJ3,3,1,0,0,0,0,0,0,1,1
Q9NZ45,9,0,0,1,0,0,0,0,0,0
Q8N769,3,1,1,0,0,0,0,0,0,0
Q9NWQ9,2,1,1,0,0,0,0,0,0,0
Q8N1G2,16,1,1,0,1,1,1,0,0,0
Q9H972,27,1,1,0,1,0,1,1,1,0
Q8IYJ2,17,1,1,0,1,0,1,0,0,0
Q96AJ1,19,1,1,0,1,0,1,0,0,0
Q8IYA6,20,1,1,0,1,0,0,0,1,1
P53675,15,1,1,0,0,0,0,0,0,1
Q9BW66,7,1,1,0,1,0,0,0,1,0
P82279,56,1,1,0,1,0,0,1,0,0
Q9UQ03,6,1,1,0,0,1,0,0,0,0
P31327,47,1,1,0,1,1,0,0,1,0
Q96SQ9,3,0,1,0,0,0,0,0,1,0
P07316,1,0,0,0,0,0,0,0,1,0
P02511,7,1,1,0,0,1,0,0,0,0
P46109,7,1,1,0,0,0,0,0,1,0
Q9GZU7,5,1,1,0,0,1,1,0,0,0
Q96RT6,24,1,1,0,1,0,0,0,1,0
Q8NFK1,4,1,1,0,0,0,1,0,0,1
Q9H8E8,21,1,1,0,1,1,0,0,0,0
Q9Y6G9,27,1,1,0,1,0,0,0,0,0
Q9BTE7,4,1,0,0,0,1,0,0,1,0
Q8IY21,11,1,1,0,1,0,0,0,0,0
Q8WXF8,7,1,1,0,0,0,0,0,0,0
Q9NPI6,27,1,1,0,0,0,0,0,1,0
Q8N690,1,0,0,0,0,0,0,1,0,0
Q92771,10,1,1,0,1,0,1,0,0,1
Q9UI46,20,1,1,0,1,0,0,0,1,1
P06340,2,0,1,0,0,0,0,0,0,0
Q9NSV4,33,1,1,0,1,1,0,1,0,0
Q05329,7,1,1,0,1,0,1,1,0,0
Q5T7M9,4,0,1,0,0,1,1,0,0,0
Q8N1I0,33,1,1,0,1,0,0,0,0,0
O95886,46,1,1,0,0,0,0,1,1,0
P59022,1,0,0,0,0,0,0,0,0,1
Q0VDD8,42,1,1,0,1,1,0,0,1,0
Q15054,23,1,1,0,1,0,0,1,0,0
Q8N8Q3,9,1,0,0,0,0,1,0,0,0
Q15370,3,1,0,0,0,0,0,0,0,0
Q8N140,8,1,1,0,1,0,0,0,0,1
Q96AZ1,3,1,0,0,0,0,0,0,0,0
Q8WVE0,2,1,1,0,0,0,0,0,0,0
P11308,14,1,1,0,1,0,0,0,0,0
O60667,14,1,0,0,1,0,0,0,1,0
P84090,1,1,0,0,0,0,0,0,0,0
P34910,20,1,1,0,0,0,1,0,0,1
Q6P995,28,1,1,0,1,0,1,0,1,0
Q5XKR9,7,1,1,0,0,0,1,1,0,0
Q9BPY3,3,1,1,0,0,0,0,0,0,0
Q9H098,4,1,0,0,0,1,0,0,0,1
Q7L775,8,1,1,0,0,0,0,0,0,0
Q8IYM0,26,1,1,0,1,0,0,0,1,1
Q32MH5,28,1,1,0,1,0,0,0,0,0
A0A1B0GW35,2,1,0,0,0,1,0,0,0,0
P14921,17,1,0,0,1,1,0,0,1,0
B1AL88,11,1,1,0,0,0,1,0,0,1
Q96ND0,5,1,0,0,1,0,0,0,0,1
Q9Y5M1,3,1,0,0,0,0,0,1,0,0
Q9UHL3,4,1,1,0,0,0,1,0,0,1
Q12929,30,1,1,0,0,0,0,1,0,0
Q9Y6X4,36,1,1,0,0,0,0,0,0,0
A0A1B0GVD1,3,0,0,0,1,0,1,0,0,1
O00167,8,1,1,0,1,0,0,0,0,0
Q9NYL4,3,1,0,0,1,0,0,0,1,0
Q969P5,3,1,0,0,0,0,0,0,0,1
Q8NCQ5,8,0,1,0,0,0,0,0,1,0
Q9UK97,6,1,1,0,0,0,0,0,0,0
Q8NA97,5,1,1,0,1,0,0,0,0,0
Q969F0,3,1,1,0,1,0,0,0,0,0
Q6QHK4,8,1,1,0,1,0,0,0,0,0
P36980,2,1,1,0,0,0,0,0,0,0
Q9NRK6,11,1,1,0,0,1,0,0,1,0
P08910,5,1,1,0,0,0,0,0,0,0
P49902,8,1,1,0,0,1,0,0,0,0
P34969,10,1,1,0,1,0,1,0,0,1
Q9NYB9,19,1,1,0,0,0,0,0,0,0
P55263,5,1,1,0,1,0,0,0,0,0
Q60I27,14,1,1,0,0,0,1,0,1,1
Q02040,14,1,1,0,0,0,0,0,1,1
P55789,8,1,1,0,0,0,0,1,1,0
Q9H6R3,15,1,1,0,0,1,0,0,1,1
Q8WV93,3,1,1,0,0,0,0,0,0,1
A1A5B4,8,1,1,0,0,0,0,0,0,1
Q9BS18,1,0,1,0,0,0,0,0,0,0
Q96LA8,3,1,0,0,1,0,0,0,0,0
Q6UX39,5,1,0,0,0,0,0,0,0,1
A6NJG6,7,1,1,0,0,0,0,0,0,0
Q9UKU9,8,1,1,0,1,0,0,0,1,1
Q9NZN5,39,1,1,0,1,0,0,0,0,0
O60306,12,1,1,0,1,0,0,0,1,1
Q15052,13,1,1,0,1,0,0,0,1,0
Q8IWZ3,56,1,1,0,0,0,0,0,1,1
Q5U4P2,11,1,1,0,0,0,0,0,1,0
Q12797,18,1,1,0,1,1,0,0,1,1
P61158,5,0,0,0,0,1,0,0,0,1
Q9BSF8,12,1,1,0,0,0,0,0,0,0
P55201,43,1,1,0,1,0,1,0,1,1
Q68D86,13,1,1,0,1,0,0,0,0,1
Q7Z465,12,1,1,0,1,0,0,0,1,0
Q96G97,10,1,1,0,0,0,0,1,1,1
Q96Q91,20,1,1,0,0,0,0,0,1,0
A0A1B0GUI7,2,1,0,0,0,1,0,0,0,0
A1A5D9,20,1,1,0,0,0,0,0,0,0
Q8NA47,9,1,1,0,1,0,0,0,0,0
Q14790,11,1,1,0,0,0,0,0,0,0
Q96AQ1,20,1,1,0,1,0,0,1,0,1
Q8IYE1,18,1,0,0,1,1,0,0,0,0
Q5I0X4,2,1,1,0,0,0,0,0,0,0
Q8WXQ8,8,1,1,0,0,0,0,1,0,1
Q5SW79,70,1,1,0,1,1,0,0,1,0
Q01850,10,1,1,0,1,0,1,0,0,0
P04234,4,1,1,0,0,0,0,0,0,0
P11049,7,1,1,0,0,0,1,0,0,1
Q5BN46,3,0,1,0,0,0,1,0,0,0
Q6NVV7,3,1,0,0,0,0,0,1,0,0
P86790,6,1,1,0,0,0,0,0,0,0
O00311,9,1,1,0,1,0,0,0,0,0
Q6UXA7,8,1,0,0,0,0,0,0,1,0
P34810,50,1,1,0,0,0,1,1,0,0
P21127,26,1,0,0,1,0,0,0,0,0
Q2KHT3,14,1,1,0,0,0,0,0,0,0
O95389,13,1,1,0,0,0,1,1,0,1
Q8N5B7,7,1,1,0,0,0,0,0,1,0
G3V211,2,0,0,0,0,0,1,0,0,0
H3BRN8,5,1,1,0,0,0,0,0,0,0
P04632,7,1,1,1,0,1,0,0,0,0
A0A1W2PPM1,3,1,1,0,0,0,0,0,0,0
O43405,7,1,1,0,0,0,0,0,1,0
Q9BZP3,1,0,1,0,0,0,0,0,0,0
Q9HCS2,7,1,1,0,0,0,0,0,0,0
Q6QEF8,8,1,1,0,1,0,0,0,0,0
Q9UJA2,3,1,0,0,0,0,0,0,1,0
P60606,5,1,1,0,0,0,1,0,0,0
Q8NI51,7,1,1,0,1,0,0,0,0,0
Q9HB71,5,1,0,0,0,1,0,0,0,0
O75712,6,1,0,0,0,0,0,1,1,1
Q8NBI2,3,0,1,0,0,0,0,0,0,0
Q5W188,2,0,1,0,0,0,0,0,0,0
O95567,4,1,0,0,0,0,0,1,0,1
Q92466,4,1,0,0,0,0,0,0,1,0
O15075,37,1,1,0,1,0,0,0,1,1
Q66K64,14,1,1,0,1,0,0,1,0,1
Q7Z7B8,2,0,0,0,0,0,1,0,0,0
O15263,2,0,0,0,0,0,1,1,0,0
Q08211,37,1,1,0,1,1,1,0,1,0
P31689,8,1,1,0,0,1,0,0,1,0
Q68CQ4,19,1,1,0,1,0,0,0,1,0
Q13609,2,1,0,0,0,0,1,0,0,0
Q9NR61,25,0,1,0,0,0,0,1,1,1
Q14689,19,1,1,0,1,0,1,0,0,1
Q96SL1,5,1,1,0,0,0,0,0,0,1
Q9Y2E6,15,1,1,0,1,0,0,0,1,0
Q8WWZ3,3,0,1,0,0,0,0,0,1,0
Q96G46,6,1,1,0,0,0,0,0,0,0
Q13347,6,1,1,1,0,1,0,0,1,0
O42043,17,1,1,0,0,0,1,0,0,1
Q06889,4,1,1,0,1,0,0,0,0,0
Q8TE69,3,0,1,0,0,0,1,0,1,0
Q01844,53,1,1,0,0,0,0,1,1,0
Q6NXG1,12,1,1,0,0,0,1,1,1,0
Q86US8,42,1,1,0,1,0,1,1,1,1
O60427,4,1,1,0,0,0,0,0,0,1
A6NE21,18,1,1,0,0,0,0,0,1,0
A6NJQ4,17,1,1,0,0,0,0,0,1,0
Q7L5A8,7,1,0,0,0,0,0,1,0,0
Q14320,7,1,0,0,1,1,0,0,0,1
Q05DH4,12,1,1,0,1,0,0,0,0,0
Q5JRC9,32,1,1,0,0,0,0,0,1,0
Q16875,8,1,1,0,0,0,0,0,0,0
Q5T7N8,5,1,0,0,0,0,0,0,1,0
Q08E93,2,1,0,0,0,0,0,0,0,0
Q9BQL6,9,1,1,0,0,0,0,0,0,0
Q6X9E4,2,0,1,0,0,0,0,0,0,0
Q9H4M3,2,0,1,0,0,0,0,0,0,0
Q5VTH2,7,1,1,0,0,0,0,0,0,0
Q8N4B4,1,0,1,0,0,0,0,0,0,0
Q14296,5,1,0,0,0,0,0,1,1,1
P20930,121,1,1,0,0,1,0,0,1,1
Q969U6,6,1,1,0,0,0,0,0,0,0
Q9UHY8,11,1,1,0,0,0,0,0,0,0
P61328,8,1,0,0,0,0,0,0,0,1
Q9H3Q3,12,1,1,0,0,0,0,0,1,0
Q99501,43,1,1,0,0,0,0,0,1,0
P02794,3,1,1,0,0,0,0,0,0,0
Q8N4E7,4,1,1,0,0,0,1,0,0,0
Q8N1E6,8,1,1,0,0,0,0,0,0,0
Q6PCT2,17,1,0,0,1,0,0,0,1,1
Q5VWT5,32,1,1,0,1,0,0,0,0,0
Q8WYK0,2,1,1,0,0,0,0,0,0,0
P02763,7,1,1,0,0,0,0,0,0,1
Q5VUR7,18,1,1,0,1,0,0,0,1,0
Q15027,15,1,0,0,1,0,0,0,1,0
Q9BZC7,55,1,1,0,0,0,1,1,1,0
Q8WXI4,7,1,1,0,0,0,0,0,0,0
Q9H222,8,1,1,0,0,0,0,0,0,0
Q99424,9,1,1,0,0,0,0,0,0,1
Q9UM73,50,1,1,0,1,0,0,0,1,0
Q8NB90,17,1,1,0,1,1,0,0,1,0
Q16186,13,1,1,1,0,1,0,1,1,0
Q07075,18,1,1,0,1,0,1,0,0,0
Q5VV41,21,1,1,0,0,0,0,0,0,1
E9PGG2,6,1,0,1,0,0,0,0,0,1
P05090,5,1,1,0,1,0,0,0,0,1
A6NKF2,14,1,1,0,1,0,0,1,1,1
Q8N957,12,1,1,0,0,0,0,0,0,0
Q03989,27,1,1,1,1,0,0,0,1,0
Q8WXI3,4,1,0,0,0,0,0,0,0,1
Q96LR7,8,1,1,0,1,0,0,0,1,0
A6H8Y1,82,1,1,0,1,1,1,0,1,0
Q9BXL7,27,1,1,0,0,0,0,0,1,0
O75155,20,1,1,0,1,0,0,0,0,1
Q2NKX9,5,1,0,0,0,0,0,1,0,0
Q13137,8,1,1,0,1,0,0,0,0,0
P33151,16,1,1,0,1,1,0,0,1,1
Q9Y4F5,97,1,1,0,1,1,0,1,0,0
Q9H9S4,1,0,0,0,0,0,0,0,1,0
P00736,10,1,1,0,1,0,0,0,1,0
Q9BXI9,7,1,1,0,1,0,0,0,0,1
Q6F5E8,46,1,1,0,1,1,0,1,1,1
P22748,1,1,0,0,0,0,0,0,0,0
P06307,4,1,0,0,0,0,0,0,0,1
H3BU77,4,1,0,0,0,0,1,0,0,0
Q6P656,3,0,0,1,1,0,0,0,0,1
Q8NCU4,17,1,1,0,1,0,0,0,0,0
Q9UL16,10,1,1,0,0,0,0,0,0,1
Q9BZP6,6,1,1,0,0,0,1,0,0,0
P01730,15,1,1,0,1,0,1,0,0,1
P07766,5,1,0,0,0,0,0,0,1,1
Q96NL8,5,1,1,0,0,0,0,0,0,0
O75794,7,1,1,0,0,0,0,0,1,0
P07199,12,1,1,0,1,1,0,0,1,1
O60563,13,1,1,0,1,1,0,0,0,1
O75909,41,1,1,0,1,0,0,1,1,0
Q9Y2V2,13,1,1,0,1,1,0,1,0,0
P13942,96,1,1,0,1,0,1,1,1,0
Q8WXQ3,5,1,0,0,0,0,1,0,1,1
P02461,197,1,1,0,1,0,0,1,1,1
E9PRG8,4,1,1,0,0,0,0,1,1,0
P61024,2,1,0,0,0,1,0,0,0,0
O96005,11,1,1,0,0,0,0,0,0,1
Q92523,4,1,1,0,0,0,0,0,0,0
A8K830,4,1,1,0,0,0,0,0,0,0
P24468,3,0,1,0,0,0,0,1,0,0
Q9HC73,10,1,1,0,1,0,0,0,0,1
Q5BKX5,16,1,1,0,0,1,1,1,0,0
Q8TCD1,2,0,1,0,0,0,1,0,0,0
P22914,4,1,0,0,1,1,0,0,0,0
Q6UVK1,36,1,1,0,0,0,0,0,1,1
Q7Z7A3,12,1,1,0,0,0,0,1,1,1
Q2NKJ3,12,1,1,0,1,0,1,0,0,1
Q9UQB3,55,1,1,0,1,1,0,1,1,0
P02775,4,1,0,0,0,0,0,0,0,1
P81534,2,0,0,0,0,0,1,0,0,0
O60676,2,0,1,0,0,0,0,0,0,0
O14578,43,1,1,0,1,1,0,0,1,0
Q8N8I6,7,1,1,0,0,0,0,0,1,0
O43583,7,1,0,0,0,0,0,0,1,0
Q92499,9,1,1,0,1,1,0,0,0,0
Q9NR28,4,1,0,0,0,0,0,0,1,0
P27707,5,1,1,0,0,0,0,1,0,0
Q8NA75,1,0,1,0,0,0,0,0,0,0
Q96JK2,48,1,1,0,1,0,0,0,0,0
Q14147,17,1,1,0,1,0,0,1,1,1
Q6IED9,3,1,1,0,0,0,0,0,0,0
Q9H5Z1,3,1,1,0,0,0,0,0,1,0
Q9NQL9,22,1,1,0,0,0,0,1,1,0
Q96KC8,15,1,1,0,1,0,1,0,0,1
Q5T8R8,10,1,1,0,0,0,0,0,1,0
Q9NRI5,24,1,1,1,0,0,0,1,1,0
Q14204,30,1,1,0,1,1,0,0,1,1
Q9BQ95,2,1,0,0,0,0,0,0,0,0
Q68J44,6,1,0,0,0,1,0,0,1,0
Q96FG2,6,1,1,0,0,0,1,0,0,0
Q96GK7,1,0,0,0,0,1,0,0,0,0
Q969Z0,9,1,1,0,0,0,1,0,0,1
P51161,2,1,0,0,1,0,0,0,0,0
O15540,4,1,1,0,0,0,1,0,0,0
P0CH98,2,0,1,0,0,0,0,0,0,0
Q8TAG9,12,1,1,0,0,1,0,0,0,0
P07148,1,1,0,0,0,0,0,0,0,0
Q9BZJ6,4,0,1,0,0,0,0,0,0,1
A1A519,19,1,0,0,0,0,0,0,0,1
Q8IVS2,6,1,1,0,1,0,0,0,1,0
Q8IXQ9,1,1,0,0,0,0,0,0,0,0
Q01780,11,1,1,0,1,0,0,0,1,0
O60320,9,1,1,0,0,0,0,1,0,0
A6NFU0,8,1,1,0,0,1,1,1,0,0
