ENTREZ GENE ID,GENE SYMBOL,OCCURRENCES,VESICLE TYPE,UNIPROT ID
3552,IL1A,5,Exosomes,P01583
990,CDC6,2,Exosomes,Q99741
2175,FANCA,1,Exosomes,O15360
2255,FGF10,1,Exosomes,O15520
4717,NDUFC1,2,Exosomes,O43677
5673,PSG5,1,Exosomes,Q15238
6423,SFRP2,1,Exosomes,Q96HF1
6677,SPAM1,1,Exosomes,P38567
6821,SUOX,1,Exosomes,P51687
9792,SERTAD2,1,Exosomes,Q14140
29999,FSCN3,1,Exosomes,Q9NQT6
51278,IER5,3,Exosomes,Q5VY09
51735,RAPGEF6,1,Exosomes,Q8TEU7
51742,ARID4B,2,Exosomes,Q4LE39
54457,TAF7L,1,Exosomes,Q5H9L4
55753,OGDHL,1,Exosomes,Q9ULD0
55892,MYNN,2,Exosomes,Q9NPC7
57463,AMIGO1,1,Exosomes,Q86WK6
57719,ANO8,2,Exosomes,Q9HCE9
58475,MS4A7,1,Exosomes,Q9GZW8
79898,ZNF613,1,Exosomes,Q6PF04
80725,SRCIN1,4,Exosomes,Q9C0H9
114299,PALM2,1,Exosomes,Q8IXS6
126859,AXDND1,1,Exosomes,Q5T1B0
136051,ZNF786,1,Exosomes,Q8N393
140730,RIMS4,1,Exosomes,Q9H426
162967,ZNF320,1,Exosomes,A2RRD8
221400,TDRD6,2,Exosomes,O60522
221749,PXDC1,1,Exosomes,Q5TGL8
245928,DEFB114,1,Exosomes,Q30KQ6
644150,WIPF3,1,Exosomes,A6NGB9
728464,METTL24,1,Exosomes,Q5JXM2
100271715,ARHGEF33,1,Exosomes,A8MVX0
152015,ROPN1B,1,Extracellular vesicles,Q9BZX4
2940,GSTA3,7,Exosomes,Q16772
2246,FGF1,1,Microvesicles,P05230
3569,IL6,2,Microvesicles,P05231
1375,CPT1B,2,Microparticles,Q92523
4208,MEF2C,4,Microparticles,Q06413
51657,STYXL1,2,Microparticles,Q9Y6J8
171024,SYNPO2,3,Microparticles,Q9UMS6
3948,LDHC,4,Exosomes/Prostasomes,P07864
4135,MAP6,5,Exosomes/Prostasomes,Q96JE9
7189,TRAF6,3,Exosomes/Prostasomes,Q9Y4K3
8756,ADAM7,4,Exosomes/Prostasomes,Q9H2U9
9465,AKAP7,4,Exosomes/Prostasomes,Q9P0M2
64100,ELSPBP1,4,Exosomes/Prostasomes,Q96BH3
90199,WFDC8,3,Exosomes/Prostasomes,Q8IUA0
160065,PATE1,2,Exosomes/Prostasomes,Q8WXA2
100131137,BSPH1,1,Exosomes/Prostasomes,Q075Z2
573,BAG1,3,Exosomes,Q99933
994,CDC25B,3,Exosomes,P30305
4776,NFATC4,4,Exosomes,Q14934
5998,RGS3,6,Exosomes,P49796
6295,SAG,3,Exosomes,P10523
7398,USP1,3,Exosomes,O94782
7576,ZNF28,3,Exosomes,P17035
7581,ZNF33A,3,Exosomes,Q06730
8780,RIOK3,3,Exosomes,O14730
9457,FHL5,3,Exosomes,Q5TD97
9534,ZNF254,3,Exosomes,O75437
9600,PITPNM1,4,Exosomes,O00562
9659,PDE4DIP,3,Exosomes,Q5VU43
10218,ANGPTL7,3,Exosomes,O43827
22996,TTC39A,3,Exosomes,Q5SRH9
27314,RAB30,3,Exosomes,Q15771
29777,ABT1,3,Exosomes,Q9ULW3
51252,FAM178B,3,Exosomes,Q8IXR5
51750,RTEL1,4,Exosomes,Q9NZ71
64766,S100PBP,3,Exosomes,Q96BU1
64772,ENGASE,3,Exosomes,Q8NFI3
65258,MPPE1,4,Exosomes,Q53F39
79632,FAM184A,4,Exosomes,Q8NB25
79896,THNSL1,4,Exosomes,Q8IYQ7
79980,DSN1,3,Exosomes,Q9H410
80125,CCDC33,3,Exosomes,Q8N5R6
80755,AARSD1,3,Exosomes,Q9BTE6
80852,GRIP2,3,Exosomes,Q9C0E4
83483,PLVAP,5,Exosomes,Q9BX97
84698,CAPS2,6,Exosomes,Q9BXY5
84818,IL17RC,3,Exosomes,Q8NAC3
85413,SLC22A16,3,Exosomes,Q86VW1
92086,GGTLC1,3,Exosomes,Q9BX51
92344,GORAB,3,Exosomes,Q5T7V8
93973,ACTR8,3,Exosomes,Q9H981
118611,C10orf90,6,Exosomes,Q96M02
129450,TYW5,3,Exosomes,A2RUC4
134829,CLVS2,3,Exosomes,Q5SYC1
149041,RC3H1,6,Exosomes,Q5TC82
161882,ZFPM1,5,Exosomes,Q8IX07
166968,MIER3,5,Exosomes,Q7Z3K6
200403,VWA3B,3,Exosomes,Q502W6
221458,KIF6,5,Exosomes,Q6ZMV9
338917,VSX2,3,Exosomes,P58304
339965,CCDC158,3,Exosomes,Q5M9N0
340351,AGBL3,3,Exosomes,Q8NEM8
388272,C16orf87,3,Exosomes,Q6PH81
1395,CRHR2,2,Extracellular vesicles,Q13324
4897,NRCAM,4,Extracellular vesicles,Q92823
6299,SALL1,3,Extracellular vesicles,Q9NSC2
10125,RASGRP1,3,Extracellular vesicles,O95267
23531,MMD,2,Extracellular vesicles,Q15546
55811,ADCY10,3,Extracellular vesicles,Q96PN6
80152,CENPT,3,Extracellular vesicles,Q96BT3
84890,ADO,2,Extracellular vesicles,Q96SZ5
90293,KLHL13,2,Extracellular vesicles,Q9P2N7
256949,KANK3,3,Extracellular vesicles,Q6NY19
774,CACNA1B,3,Extracellular vesicles,Q00975
997,CDC34,1,Extracellular vesicles,P49427
1137,CHRNA4,1,Extracellular vesicles,P43681
1302,COL11A2,1,Extracellular vesicles,P13942
1463,NCAN,2,Extracellular vesicles,O14594
1540,CYLD,1,Extracellular vesicles,Q9NQC7
1789,DNMT3B,1,Extracellular vesicles,Q9UBC3
2915,GRM5,1,Extracellular vesicles,P41594
3266,ERAS,1,Extracellular vesicles,Q7Z444
3745,KCNB1,1,Extracellular vesicles,Q14721
3747,KCNC2,2,Extracellular vesicles,Q96PR1
3757,KCNH2,1,Extracellular vesicles,Q12809
3814,KISS1,1,Extracellular vesicles,Q15726
4784,NFIX,1,Extracellular vesicles,Q14938
5099,PCDH7,1,Extracellular vesicles,O60245
5153,PDE1B,1,Extracellular vesicles,Q01064
5475,PPEF1,2,Extracellular vesicles,O14829
5884,RAD17,2,Extracellular vesicles,O75943
5978,REST,3,Extracellular vesicles,Q13127
5992,RFX4,1,Extracellular vesicles,Q33E94
6000,RGS7,3,Extracellular vesicles,P49802
6770,STAR,1,Extracellular vesicles,P49675
6878,TAF6,1,Extracellular vesicles,P49848
7050,TGIF1,2,Extracellular vesicles,Q15583
7267,TTC3,1,Extracellular vesicles,P53804
8567,MADD,1,Extracellular vesicles,Q8WXG6
9569,GTF2IRD1,3,Extracellular vesicles,Q9UHL9
9724,UTP14C,2,Extracellular vesicles,Q5TAP6
10210,TOPORS,1,Extracellular vesicles,Q9NS56
10983,CCNI,1,Extracellular vesicles,Q14094
11174,ADAMTS6,2,Extracellular vesicles,Q9UKP5
11234,HPS5,1,Extracellular vesicles,Q9UPZ3
22981,NINL,2,Extracellular vesicles,Q9Y2I6
23054,NCOA6,2,Extracellular vesicles,Q14686
23072,HECW1,1,Extracellular vesicles,Q76N89
23086,EXPH5,1,Extracellular vesicles,Q8NEV8
23120,ATP10B,1,Extracellular vesicles,O94823
23232,TBC1D12,1,Extracellular vesicles,O60347
23363,OBSL1,1,Extracellular vesicles,O75147
23394,ADNP,2,Extracellular vesicles,Q9H2P0
25841,ABTB2,1,Extracellular vesicles,Q8N961
25894,PLEKHG4,2,Extracellular vesicles,Q58EX7
26127,FGFR1OP2,1,Extracellular vesicles,Q9NVK5
27147,DENND2A,1,Extracellular vesicles,Q9ULE3
29070,CCDC113,1,Extracellular vesicles,Q9H0I3
51426,POLK,1,Extracellular vesicles,Q9UBT6
51513,ETV7,1,Extracellular vesicles,Q9Y603
55008,HERC6,1,Extracellular vesicles,Q8IVU3
55190,NUDT11,1,Extracellular vesicles,Q96G61
56521,DNAJC12,1,Extracellular vesicles,Q9UKB3
56890,MDM1,1,Extracellular vesicles,Q8TC05
57096,RPGRIP1,1,Extracellular vesicles,Q96KN7
57489,ODF2L,1,Extracellular vesicles,Q9ULJ1
57555,NLGN2,5,Extracellular vesicles,Q8NFZ4
57670,KIAA1549,2,Extracellular vesicles,Q9HCM3
57696,DDX55,1,Extracellular vesicles,Q8NHQ9
57716,PRX,2,Extracellular vesicles,Q9BXM0
58499,ZNF462,2,Extracellular vesicles,Q96JM2
64840,PORCN,1,Extracellular vesicles,Q9H237
65217,PCDH15,1,Extracellular vesicles,Q96QU1
79944,L2HGDH,1,Extracellular vesicles,Q9H9P8
80036,TRPM3,2,Extracellular vesicles,Q9HCF6
80256,FAM214B,1,Extracellular vesicles,Q7L5A3
81669,CCNL2,3,Extracellular vesicles,Q96S94
83479,DDX59,1,Extracellular vesicles,Q5T1V6
83857,TMTC1,1,Extracellular vesicles,Q8IUR5
83876,MRO,1,Extracellular vesicles,Q9BYG7
83932,SPRTN,1,Extracellular vesicles,Q9H040
84146,ZNF644,1,Extracellular vesicles,Q9H582
84614,ZBTB37,1,Extracellular vesicles,Q5TC79
84722,PSRC1,1,Extracellular vesicles,Q6PGN9
85458,DIXDC1,1,Extracellular vesicles,Q155Q3
91608,RASL10B,1,Extracellular vesicles,Q96S79
92312,MEX3A,2,Extracellular vesicles,A1L020
92346,C1orf105,1,Extracellular vesicles,O95561
112479,ERI2,3,Extracellular vesicles,A8K979
114548,NLRP3,1,Extracellular vesicles,Q96P20
118924,FRA10AC1,1,Extracellular vesicles,Q70Z53
121256,TMEM132D,1,Extracellular vesicles,Q14C87
129080,EMID1,2,Extracellular vesicles,Q96A84
129831,RBM45,1,Extracellular vesicles,Q8IUH3
146177,VWA3A,1,Extracellular vesicles,A6NCI4
148641,SLC35F3,1,Extracellular vesicles,Q8IY50
149499,LRRC71,1,Extracellular vesicles,Q8N4P6
150763,GPAT2,1,Extracellular vesicles,Q6NUI2
160762,CCDC63,1,Extracellular vesicles,Q8NA47
161142,FAM71D,1,Extracellular vesicles,Q8N9W8
163255,ZNF540,1,Extracellular vesicles,Q8NDQ6
200030,NBPF11,1,Extracellular vesicles,Q86T75
200765,TIGD1,1,Extracellular vesicles,Q96MW7
261734,NPHP4,1,Extracellular vesicles,O75161
282973,JAKMIP3,1,Extracellular vesicles,Q5VZ66
284058,KANSL1,1,Extracellular vesicles,Q7Z3B3
342096,GOLGA6A,1,Extracellular vesicles,Q9NYA3
375775,PNPLA7,5,Extracellular vesicles,Q6ZV29
441869,ANKRD65,1,Extracellular vesicles,E5RJM6
550631,CCDC157,1,Extracellular vesicles,Q569K6
728239,MAGED4,1,Extracellular vesicles,Q96JG8
2275,FHL3,3,Extracellular vesicles,Q13643
4055,LTBR,6,Extracellular vesicles,P36941
5031,P2RY6,3,Extracellular vesicles,Q15077
9674,KIAA0040,6,Extracellular vesicles,Q15053
10195,ALG3,3,Extracellular vesicles,Q92685
23291,FBXW11,6,Extracellular vesicles,Q9UKB1
27071,DAPP1,3,Extracellular vesicles,Q9UN19
27198,HCAR1,3,Extracellular vesicles,Q9BXC0
64857,PLEKHG2,5,Extracellular vesicles,Q9H7P9
81605,URM1,3,Extracellular vesicles,Q9BTM9
90407,TMEM41A,2,Extracellular vesicles,Q96HV5
148932,MOB3C,6,Extracellular vesicles,Q70IA8
149951,COMMD7,2,Extracellular vesicles,Q86VX2
201232,SLC16A13,3,Extracellular vesicles,Q7RTY0
7690,ZNF131,2,Extracellular vesicles,P52739
83742,MARVELD1,2,Extracellular vesicles,Q9BSK0
1501,CTNND2,5,Extracellular vesicles,Q9UQB3
5542,PRB1,3,Extracellular vesicles,P04280
7289,TULP3,3,Extracellular vesicles,O75386
8131,NPRL3,3,Extracellular vesicles,Q12980
8915,BCL10,3,Extracellular vesicles,O95999
9949,AMMECR1,5,Extracellular vesicles,Q9Y4X0
11183,MAP4K5,3,Extracellular vesicles,Q9Y4K4
22879,MON1B,2,Extracellular vesicles,Q7L1V2
26133,TRPC4AP,2,Extracellular vesicles,Q8TEL6
54585,LZTFL1,2,Extracellular vesicles,Q9NQ48
55103,RALGPS2,3,Extracellular vesicles,Q86X27
55222,LRRC20,2,Extracellular vesicles,Q8TCA0
85455,DISP2,3,Extracellular vesicles,A7MBM2
113174,SAAL1,3,Extracellular vesicles,Q96ER3
114790,STK11IP,5,Extracellular vesicles,Q8N1F8
114794,ELFN2,2,Extracellular vesicles,Q5R3F8
653583,PHLDB3,3,Extracellular vesicles,Q6NSJ2
29901,SAC3D1,2,Extracellular vesicles,A6NKF1
5277,PIGA,1,Microparticles,P37287
8569,MKNK1,1,Microparticles,Q9BUB5
58496,LY6G5B,1,Microparticles,Q8NDX9
799,CALCR,1,Microparticles,P30988
4298,MLLT1,1,Microparticles,Q03111
5523,PPP2R3A,1,Microparticles,Q06190
8277,TKTL1,2,Microparticles,P51854
9499,MYOT,1,Microparticles,Q9UBF9
9595,CYTIP,1,Microparticles,O60759
9869,SETDB1,1,Microparticles,Q15047
22999,RIMS1,1,Microparticles,Q86UR5
29887,SNX10,1,Microparticles,Q9Y5X0
55080,TAPBPL,1,Microparticles,Q9BX59
55664,CDC37L1,1,Microparticles,Q7L3B6
60495,HPSE2,1,Microparticles,Q8WWQ2
79173,C19orf57,1,Microparticles,Q0VDD7
84277,DNAJC30,1,Microparticles,Q96LL9
125972,CALR3,1,Microparticles,Q96L12
199777,ZNF626,1,Microparticles,Q68DY1
202309,GAPT,1,Microparticles,Q8N292
283849,EXOC3L1,1,Microparticles,Q86VI1
285521,COX18,1,Microparticles,Q8N8Q8
388419,BTBD17,1,Microparticles,A6NE02
3096,HIVEP1,2,Exosomes,P15822
5522,PPP2R2C,1,Exosomes,Q9Y2T4
25891,PAMR1,1,Exosomes,Q6UXH9
51567,TDP2,1,Exosomes,O95551
55119,PRPF38B,2,Exosomes,Q5VTL8
64411,ARAP3,1,Exosomes,Q8WWN8
84842,HPDL,1,Exosomes,Q96IR7
91807,MYLK3,2,Exosomes,Q32MK0
219293,ATAD3C,1,Exosomes,Q5T2N8
284428,MBD3L5,1,Exosomes,A6NJ08
342538,NACA2,1,Exosomes,Q9H009
6297,SALL2,3,Microvesicles/Nanovesicles,Q9Y467
7994,KAT6A,2,Microvesicles/Nanovesicles,Q92794
4665,NAB2,3,Exosomes,Q15742
5026,P2RX5,3,Exosomes,Q93086
5638,PRRG1,3,Exosomes,O14668
10813,UTP14A,3,Exosomes,Q9BVJ6
22905,EPN2,3,Exosomes,O95208
23042,PDXDC1,3,Exosomes,Q6P996
27037,TRMT2A,3,Exosomes,Q8IZ69
80004,ESRP2,3,Exosomes,Q9H6T0
84951,TNS4,5,Exosomes,Q8IZW8
126375,ZNF792,3,Exosomes,Q3KQV3
2169,FABP2,3,Exosomes/Extracellular vesicles/Microvesicles,P12104
4547,MTTP,4,Exosomes/Extracellular vesicles/Microvesicles,P55157
5600,MAPK11,3,Exosomes/Extracellular vesicles/Microvesicles,Q15759
168507,PKD1L1,4,Exosomes/Extracellular vesicles/Microvesicles,Q8TDX9
4205,MEF2A,3,Exosomes/Extracellular vesicles/Microvesicles,Q02078
4209,MEF2D,2,Exosomes/Extracellular vesicles/Microvesicles,Q14814
5436,POLR2G,2,Exosomes/Extracellular vesicles/Microvesicles,P62487
27130,INVS,2,Exosomes/Extracellular vesicles/Microvesicles,Q9Y283
51729,WBP11,2,Exosomes/Extracellular vesicles/Microvesicles,Q9Y2W2
57109,REXO4,6,Exosomes/Extracellular vesicles/Microvesicles,Q9GZR2
57146,TMEM159,2,Exosomes/Extracellular vesicles/Microvesicles,Q96B96
64754,SMYD3,2,Exosomes/Extracellular vesicles/Microvesicles,Q9H7B4
81932,HDHD3,2,Exosomes/Extracellular vesicles/Microvesicles,Q9BSH5
84105,PCBD2,2,Exosomes/Extracellular vesicles/Microvesicles,Q9H0N5
92170,MTG1,2,Exosomes/Extracellular vesicles/Microvesicles,Q9BT17
64065,PERP,2,Exosomes/Membrane vesicles,Q96FX8
7258,TSPY1,2,Exosomes/Extracellular vesicles/Microvesicles,Q01534
90737,PAGE5,2,Exosomes/Extracellular vesicles/Microvesicles,Q96GU1
728137,TSPY3,4,Exosomes/Extracellular vesicles/Microvesicles,P0CV98
1441,CSF3R,3,Exosomes,Q99062
1998,ELF2,2,Exosomes,Q15723
2322,FLT3,2,Exosomes,P36888
3038,HAS3,2,Exosomes,O00219
3594,IL12RB1,1,Exosomes,P42701
3630,INS,4,Exosomes,P01308
4337,MOCS1,1,Exosomes,Q9NZB8
5453,POU3F1,1,Exosomes,Q03052
25771,TBC1D22A,1,Exosomes,Q8WUA7
29986,SLC39A2,1,Exosomes,Q9NP94
54857,GDPD2,1,Exosomes,Q9HCC8
57053,CHRNA10,1,Exosomes,Q9GZZ6
64478,CSMD1,3,Exosomes,Q96PZ7
79583,TMEM231,1,Exosomes,Q9H6L2
85397,RGS8,1,Exosomes,P57771
91147,TMEM67,1,Exosomes,Q5HYA8
128553,TSHZ2,1,Exosomes,Q9NRE2
140738,TMEM37,1,Exosomes,Q8WXS4
220869,CBWD5,1,Exosomes,Q5RIA9
386617,KCTD8,1,Exosomes,Q6ZWB6
441027,TMEM150C,1,Exosomes,B9EJG8
2071,ERCC3,1,Exosomes,P19447
5047,PAEP,1,Prostasomes,P09466
6861,SYT5,1,Prostasomes,O00445
7782,SLC30A4,2,Prostasomes,O14863
9764,KIAA0513,1,Prostasomes,O60268
23671,TMEFF2,1,Prostasomes,Q9UIK5
219595,FOLH1B,1,Prostasomes,Q9HBA9
284992,CCDC150,1,Prostasomes,Q8NCX0
285282,RABL3,2,Prostasomes,Q5HYI8
339327,ZNF546,2,Prostasomes,Q86UE3
658,BMPR1B,1,Exosomes,O00238
993,CDC25A,1,Exosomes,P30304
2113,ETS1,1,Exosomes,P14921
6920,TCEA3,1,Exosomes,O75764
10559,SLC35A1,1,Exosomes,P78382
25791,NGEF,1,Exosomes,Q8N5V2
26122,EPC2,1,Exosomes,Q52LR7
54989,ZNF770,1,Exosomes,Q6IQ21
55536,CDCA7L,1,Exosomes,Q96GN5
55852,TEX2,1,Exosomes,Q8IWB9
57600,FNIP2,5,Exosomes,Q9P278
121364,OR10A7,2,Exosomes,Q8NGE5
126204,NLRP13,1,Exosomes,Q86W25
131540,ZDHHC19,1,Exosomes,Q8WVZ1
139728,PNCK,1,Exosomes,Q6P2M8
148198,ZNF98,1,Exosomes,A6NK75
150165,XKR3,1,Exosomes,Q5GH77
338599,DUPD1,1,Exosomes,Q68J44
388558,ZNF808,1,Exosomes,Q8N4W9
100507290,ZNF865,1,Exosomes,P0CJ78
367,AR,1,Exosomes,P10275
405,ARNT,2,Exosomes,P27540
406,ARNTL,2,Exosomes,O00327
579,NKX3-2,1,Exosomes,P78367
594,BCKDHB,1,Exosomes,P21953
639,PRDM1,2,Exosomes,O75626
643,CXCR5,1,Exosomes,P32302
869,CBLN1,2,Exosomes,P23435
971,CD72,2,Exosomes,P21854
991,CDC20,2,Exosomes,Q12834
1005,CDH7,2,Exosomes,Q9ULB5
1053,CEBPE,1,Exosomes,Q15744
1070,CETN3,1,Exosomes,O15182
1132,CHRM4,1,Exosomes,P08173
1139,CHRNA7,1,Exosomes,P36544
1181,CLCN2,1,Exosomes,P51788
1208,CLPS,1,Exosomes,P04118
1442,CSH1,1,Exosomes,P0DML2
1571,CYP2E1,1,Exosomes,P05181
1643,DDB2,2,Exosomes,Q92466
1662,DDX10,1,Exosomes,Q13206
1843,DUSP1,1,Exosomes,P28562
1846,DUSP4,1,Exosomes,Q13115
1959,EGR2,2,Exosomes,P11161
2019,EN1,1,Exosomes,Q05925
2250,FGF5,1,Exosomes,P12034
2305,FOXM1,1,Exosomes,Q08050
2306,FOXD2,2,Exosomes,O60548
2356,FPGS,1,Exosomes,Q05932
2538,G6PC,1,Exosomes,P35575
2550,GABBR1,2,Exosomes,Q9UBS5
2595,GANC,1,Exosomes,Q8TET4
2619,GAS1,5,Exosomes,P54826
2626,GATA4,2,Exosomes,P43694
2671,GFER,1,Exosomes,P55789
2686,GGT7,1,Exosomes,Q9UJ14
2707,GJB3,1,Exosomes,O75712
2874,GPS2,4,Exosomes,Q13227
2905,GRIN2C,1,Exosomes,Q14957
2916,GRM6,2,Exosomes,O15303
2976,GTF3C2,2,Exosomes,Q8WUA4
3090,HIC1,5,Exosomes,Q14526
3091,HIF1A,1,Exosomes,Q16665
3111,HLA-DOA,1,Exosomes,P06340
3207,HOXA11,2,Exosomes,P31270
3226,HOXC10,1,Exosomes,Q9NYD6
3229,HOXC13,1,Exosomes,P31276
3297,HSF1,1,Exosomes,Q00613
3431,SP110,1,Exosomes,Q9HB58
3737,KCNA2,1,Exosomes,P16389
3764,KCNJ8,1,Exosomes,Q15842
3813,KIR3DS1,1,Exosomes,Q14943
3820,KLRB1,1,Exosomes,Q12918
3938,LCT,1,Exosomes,P09848
3982,LIM2,1,Exosomes,P55344
3983,ABLIM1,2,Exosomes,O14639
3992,FADS1,2,Exosomes,O60427
4097,MAFG,1,Exosomes,O15525
4211,MEIS1,2,Exosomes,O00470
4285,MIPEP,1,Exosomes,Q99797
4287,ATXN3,1,Exosomes,P54252
4294,MAP3K10,1,Exosomes,Q02779
4325,MMP16,1,Exosomes,P51512
4330,MN1,2,Exosomes,Q10571
4489,MT1A,2,Exosomes,P04731
4494,MT1F,3,Exosomes,P04733
4589,MUC7,2,Exosomes,Q8TAX7
4773,NFATC2,1,Exosomes,Q13469
4798,NFRKB,1,Exosomes,Q6P4R8
4842,NOS1,1,Exosomes,P29475
4863,NPAT,2,Exosomes,Q14207
4985,OPRD1,1,Exosomes,P41143
5045,FURIN,2,Exosomes,P09958
5076,PAX2,1,Exosomes,Q02962
5090,PBX3,1,Exosomes,P40426
5128,CDK17,1,Exosomes,Q00537
5144,PDE4D,1,Exosomes,Q08499
5309,PITX3,3,Exosomes,O75364
5598,MAPK7,1,Exosomes,Q13164
5662,PSD,2,Exosomes,A5PKW4
5729,PTGDR,1,Exosomes,Q13258
5827,PXMP2,1,Exosomes,Q9NR77
5893,RAD52,1,Exosomes,P43351
5896,RAG1,2,Exosomes,P15918
5940,RBMY1A1,3,Exosomes,P0DJD3
5979,RET,1,Exosomes,P07949
5996,RGS1,1,Exosomes,Q08116
6011,GRK1,1,Exosomes,Q15835
6101,RP1,3,Exosomes,P56715
6303,SAT1,1,Exosomes,P21673
6323,SCN1A,2,Exosomes,P35498
6331,SCN5A,1,Exosomes,Q14524
6425,SFRP5,1,Exosomes,Q5T4F7
6440,SFTPC,1,Exosomes,P11686
6478,SIAH2,1,Exosomes,O43255
6502,SKP2,1,Exosomes,Q13309
6538,SLC6A11,2,Exosomes,P48066
6722,SRF,3,Exosomes,P11831
6750,SST,1,Exosomes,P61278
6871,TADA2A,1,Exosomes,O75478
6884,TAF13,1,Exosomes,Q15543
6929,TCF3,1,Exosomes,P15923
6932,TCF7,1,Exosomes,P36402
6988,TCTA,1,Exosomes,P57738
7104,TM4SF4,1,Exosomes,P48230
7288,TULP2,1,Exosomes,O00295
7351,UCP2,2,Exosomes,P55851
7355,SLC35A2,4,Exosomes,P78381
7423,VEGFB,1,Exosomes,P49765
7434,VIPR2,1,Exosomes,P41587
7455,ZAN,3,Exosomes,Q9Y493
7554,ZNF8,1,Exosomes,P17098
7564,ZNF16,1,Exosomes,P17020
8034,SLC25A16,2,Exosomes,P16260
8313,AXIN2,1,Exosomes,Q9Y2T1
8320,EOMES,1,Exosomes,O95936
8505,PARG,1,Exosomes,Q86W56
8528,DDO,1,Exosomes,Q99489
8646,CHRD,1,Exosomes,Q9H2X0
8648,NCOA1,2,Exosomes,Q15788
8704,B4GALT2,2,Exosomes,O60909
8831,SYNGAP1,1,Exosomes,Q96PV0
8844,KSR1,1,Exosomes,Q8IVT5
8912,CACNA1H,2,Exosomes,O95180
9032,TM4SF5,1,Exosomes,O14894
9152,SLC6A5,1,Exosomes,Q9Y345
9187,SLC24A1,1,Exosomes,O60721
9263,STK17A,2,Exosomes,Q9UEE5
9378,NRXN1,3,Exosomes,Q9ULB1
9435,CHST2,4,Exosomes,Q9Y4C5
9568,GABBR2,2,Exosomes,O75899
9612,NCOR2,1,Exosomes,Q9Y618
9668,ZNF432,1,Exosomes,O94892
9681,DEPDC5,1,Exosomes,O75140
9686,VGLL4,1,Exosomes,Q14135
9706,ULK2,3,Exosomes,Q8IYT8
9718,ECE2,1,Exosomes,P0DPD6
9778,KIAA0232,3,Exosomes,Q92628
9825,SPATA2,1,Exosomes,Q9UM82
9921,RNF10,1,Exosomes,Q8N5U6
9985,REC8,1,Exosomes,O95072
10019,SH2B3,1,Exosomes,Q9UQQ2
10050,SLC17A4,1,Exosomes,Q9Y2C5
10157,AASS,1,Exosomes,Q9UDR5
10208,USPL1,1,Exosomes,Q5W0Q7
10225,CD96,1,Exosomes,P40200
10272,FSTL3,1,Exosomes,O95633
10336,PCGF3,1,Exosomes,Q3KNV8
10780,ZNF234,1,Exosomes,Q14588
10873,ME3,1,Exosomes,Q16798
10919,EHMT2,2,Exosomes,Q96KQ7
10930,APOBEC2,1,Exosomes,Q9Y235
11019,LIAS,1,Exosomes,O43766
11130,ZWINT,1,Exosomes,O95229
11136,SLC7A9,1,Exosomes,P82251
11243,PMF1,1,Exosomes,Q6P1K2
11244,ZHX1,1,Exosomes,Q9UKY1
11250,GPR45,1,Exosomes,Q9Y5Y3
11262,SP140,2,Exosomes,Q13342
22823,MTF2,1,Exosomes,Q9Y483
22829,NLGN4Y,2,Exosomes,Q8NFZ3
22862,FNDC3A,1,Exosomes,Q9Y2H6
22877,MLXIP,1,Exosomes,Q9HAP2
22937,SCAP,1,Exosomes,Q12770
23126,POGZ,2,Exosomes,Q7Z3K3
23141,ANKLE2,1,Exosomes,Q86XL3
23178,PASK,1,Exosomes,Q96RG2
23231,SEL1L3,1,Exosomes,Q68CR1
23274,CLEC16A,1,Exosomes,Q2KHT3
23302,WSCD1,1,Exosomes,Q658N2
23360,FNBP4,1,Exosomes,Q8N3X1
23387,SIK3,1,Exosomes,Q9Y2K2
23416,KCNH3,2,Exosomes,Q9ULD8
23426,GRIP1,1,Exosomes,Q9Y3R0
23466,CBX6,1,Exosomes,O95503
23538,OR52A1,1,Exosomes,Q9UKL2
23625,FAM89B,1,Exosomes,Q8N5H3
23635,SSBP2,1,Exosomes,P81877
23648,SSBP3,2,Exosomes,Q9BWW4
25854,FAM149A,1,Exosomes,A5PLN7
25897,RNF19A,2,Exosomes,Q9NV58
25970,SH2B1,2,Exosomes,Q9NRF2
26191,PTPN22,1,Exosomes,Q9Y2R2
26231,LRRC29,1,Exosomes,Q8WV35
26291,FGF21,1,Exosomes,Q9NSA1
26548,ITGB1BP2,1,Exosomes,Q9UKP3
26584,DUX1,1,Exosomes,O43812
27022,FOXD3,2,Exosomes,Q9UJU5
27033,ZBTB32,2,Exosomes,Q9Y2Y4
27123,DKK2,1,Exosomes,Q9UBU2
27164,SALL3,2,Exosomes,Q9BXA9
28968,SLC6A16,1,Exosomes,Q9GZN6
28996,HIPK2,2,Exosomes,Q9H2X6
29888,STRN4,1,Exosomes,Q9NRL3
49861,CLDN20,1,Exosomes,P56880
50616,IL22,1,Exosomes,Q9GZX6
51058,ZNF691,1,Exosomes,Q5VV52
51102,MECR,1,Exosomes,Q9BV79
51136,RNFT1,1,Exosomes,Q5M7Z0
51151,SLC45A2,1,Exosomes,Q9UMX9
51161,C3orf18,1,Exosomes,Q9UK00
51195,RAPGEFL1,4,Exosomes,Q9UHV5
51255,RNF181,1,Exosomes,Q9P0P0
51274,KLF3,1,Exosomes,P57682
51320,MEX3C,2,Exosomes,Q5U5Q3
51321,AMZ2,1,Exosomes,Q86W34
51435,SCARA3,1,Exosomes,Q6AZY7
51738,GHRL,1,Exosomes,Q9UBU3
