Entry	Mass
P50222	33,594
Q16819	84,419
Q16820	79,571
Q7L2J0	74,355
Q9NQ76	58,419
Q12866	110,249
Q9H1K6	37,758
Q14696	26,077
Q9BRJ9	28,501
Q5EB52	38,830
P08581	155,541
P53582	43,215
Q6UB28	37,088
P50579	52,892
Q9UJH8	31,207
Q641Q3	34,398
Q9UBP6	31,471
Q5JPI9	31,830
Q9BV86	25,387
Q5VVY1	32,400
A8MUP2	25,910
Q8N6R0	78,768
Q9HCE5	52,150
A6NJ78	46,121
Q86W50	63,621
Q9H7H0	50,734
O95568	42,148
Q8IYL2	84,629
Q8IXQ9	29,461
Q8WXB1	24,600
Q5VZV1	29,565
Q9H867	25,807
Q9BUU2	44,486
Q96IZ6	43,537
Q6P1Q9	43,426
Q86U44	64,474
Q8N3J2	54,041
Q9NRN9	23,719
Q8TCB7	33,251
Q9H8H3	28,319
Q6UX53	27,775
Q9H825	33,387
Q9H1A3	36,536
A1L020	54,173
Q6ZN04	58,832
Q5U5Q3	69,366
Q86XN8	64,883
P55081	51,958
P55001	20,826
P55082	40,165
O75121	45,380
P55083	28,648
Q13361	19,612
Q9GZY8	38,465
Q08431	43,105
Q9Y4C4	116,950
P08582	80,215
Q8IWA4	84,160
O95140	86,402
O00587	36,202
Q9BY79	62,212
Q9H3U5	51,209
Q14728	48,339
O43934	49,202
Q6NUT3	52,075
Q8NA29	60,170
A6NFX1	53,743
Q96ES6	42,696
Q8N468	56,265
Q6N075	49,765
Q6ZSS7	88,088
Q8IWD5	64,005
Q6UXD7	58,427
Q8NHS3	57,628
Q8NBP5	50,619
Q8IWI9	336,159
O43451	209,852
Q8TDB4	25,390
P26572	50,878
Q10469	51,550
Q09327	61,313
Q9UM21	61,544
Q9UQ53	63,198
Q9UBM8	56,061
Q09328	84,543
Q3V5L5	89,535
O60502	102,915
Q99685	33,261
P16455	21,646
P08493	12,353
O60291	60,753
P10620	17,599
Q99735	16,621
O14880	16,516
Q16674	14,509
Q96PC5	159,836
Q5JRA6	213,702
Q86YT6	110,136
Q96AX9	109,939
Q29983	42,915
Q8TDZ2	117,875
O94851	126,689
Q7RTP6	224,295
Q6ZW33	77,277
Q8N3F8	93,441
Q8IY33	97,502
Q29980	42,575
Q9BPX6	54,351
O15344	75,251
Q9NPA3	20,202
Q9UJV3	83,210
Q504T8	49,213
Q9BRT3	12,403
Q8N108	57,983
Q8N344	59,944
Q7Z3K6	61,437
P03971	59,195
P14174	12,476
A9UHW6	25,423
Q5JXC2	42,824
Q7Z6M3	38,735
Q8IUF8	52,800
Q8N4C8	149,822
Q5TGZ0	8,808
Q9UNW1	55,051
Q9NXC5	98,584
Q9UGB7	33,010
Q99797	80,641
Q8TD10	51,537
Q0VDD5	6,478
Q8N6C7	14,321
Q9H081	24,140
Q9NYP9	25,863
Q6P0N0	129,085
Q8WV92	29,314
O75030	58,795
Q9H2W2	24,659
P46013	358,694
Q9BYG3	34,222
Q9NPJ1	62,342
Q969V6	98,919
Q9ULH7	118,127
Q9UL63	84,768
Q9BUB5	51,342
Q9HBH9	51,875
Q9UHC7	53,349
Q9H000	46,940
Q13064	55,645
Q13434	52,910
Q9NXB0	64,528
Q8IYA7	39,331
Q16655	13,157
Q15049	41,141
Q14165	32,234
P58340	30,627
Q71F23	47,522
Q15773	28,147
P40692	84,601
Q9UHC1	163,711
Q5VWP3	50,429
Q5TCX8	113,957
Q8NB16	54,479
Q03164	431,764
O14686	593,389
Q8NEZ4	541,370
Q8IZD2	204,965
Q03111	62,056
P55197	113,320
Q13015	10,061
P42568	63,351
P55196	206,804
P55198	112,048
P0DMT0	5,194
P12872	12,920
O43193	45,344
Q9BV36	65,949
Q9BVC4	35,876
Q9NYL2	91,155
Q9UH92	33,300
Q9HAP2	101,185
Q9NP71	93,073
O95822	55,003
Q8IVH4	46,538
Q9GIP4	19,840
Q96EY8	27,388
Q9Y4U1	31,728
Q9H3L0	32,940
Q15546	27,667
Q8IY49	31,264
P08473	85,514
Q495T6	89,367
Q8N4V1	14,686
P03956	54,007
P09238	54,151
P24347	54,590
P39900	54,002
P45452	53,820
P50281	65,894
P51511	75,807
P51512	69,521
Q9ULZ9	66,653
Q99542	57,357
P08253	73,882
O60882	54,387
O75900	43,935
Q8N119	65,043
Q9Y5R2	73,231
Q9NPA2	62,554
Q9H306	59,026
Q9H239	58,939
P08254	53,977
P09237	29,677
P22894	53,412
P14780	78,458
Q13201	138,110
Q9H8L6	104,409
Q96T76	113,290
Q6ZRQ5	142,321
Q9BU76	29,412
Q10571	136,001
P51948	35,823
Q9BWT6	23,753
P41218	45,836
Q9BRT2	14,875
Q8NEH6	60,571
Q99583	62,300
P50219	40,569
Q96BY2	39,513
Q9H8S9	25,080
Q7L9L4	25,091
Q70IA6	26,927
Q96BX8	25,464
Q86TA1	25,464
Q70IA8	25,623
Q9Y3A3	26,032
Q13875	20,959
Q96EN8	98,120
Q9NZB8	70,105
O96007	20,944
O96033	9,755
O95396	49,669
Q16653	28,193
Q3SYC2	38,196
Q13724	91,918
Q9UQ07	48,014
Q86VX9	72,895
Q7L1V2	59,217
Q7Z3U7	190,359
Q86VD1	112,881
Q9Y6X9	117,823
Q14149	107,113
Q8TE76	106,348
Q9UBU8	41,474
Q15014	32,308
Q5T089	53,850
Q502X0	8,939
Q6PF18	27,585
Q5VZ52	18,731
P00540	37,820
Q9UJG1	24,086
Q8NHP6	59,746
O75425	25,519
Q9HCE1	113,671
Q9BXT6	135,293
Q6UVY6	69,652
P56378	6,662
O75352	26,638
O75970	221,618
Q2M385	78,587
P29372	32,869
O00566	78,864
Q99549	97,182
Q99550	133,024
P34949	46,656
P40238	71,245
Q8TAP9	19,147
Q8N594	50,662
P05164	83,869
Q00013	52,296
Q08050	84,283
Q14168	64,581
Q13368	66,152
Q96JB8	72,779
Q8N3R9	77,294
Q99547	19,024
Q9NZW5	61,117
Q13112	61,493
Q5T2T1	65,524
Q53F39	45,141
Q15777	33,360
Q6WCQ1	116,533
P25325	33,178
P39210	19,733
Q2QL34	22,116
Q567V2	23,180
P25189	27,555
O95297	29,082
O60487	24,484
Q95460	39,366
Q96G30	23,548
O14807	23,846
P22897	166,012
Q9UBG0	166,674
P49959	80,593
Q8N565	24,927
Q9Y2G1	124,397
Q9Y605	14,650
Q96HT8	14,808
Q9NV56	22,417
Q86SM8	34,286
Q96AM1	38,171
Q86SM5	31,518
Q96LB1	37,099
Q9BWK5	16,829
Q9BV20	39,150
Q6IN84	38,638
Q9BQC6	12,266
Q9BYD6	36,909
Q7Z7H8	29,283
Q9Y3B7	20,683
P52815	21,348
Q9BYD1	20,692
Q9P015	33,420
Q9NX20	28,449
Q9NRX2	20,050
Q9H0U6	20,577
P49406	33,535
Q5T653	33,301
Q9BYC9	17,443
Q7Z2W9	22,815
Q9NWU5	23,641
Q16540	17,781
Q96A35	24,915
Q9P0M9	16,073
Q13084	30,157
P09001	38,633
Q8TCC3	18,546
Q6P1L8	15,948
Q9BYC8	21,405
O75394	7,619
Q9BQ48	10,165
Q9NZE8	21,514
Q9P0J6	11,784
Q9BZE1	48,117
Q96DV4	44,597
Q9NYK5	38,712
Q9BYD3	34,919
Q9NQ50	24,490
Q8IXM3	15,383
Q9Y6G3	16,661
Q8N983	23,431
Q9H9J2	37,535
Q9BRJ2	35,351
Q9H2W6	31,705
Q9HD33	29,450
Q96GC5	23,935
Q13405	19,198
Q8N5N7	18,325
Q4U2R6	15,095
Q86TS9	13,664
Q96EL3	12,107
Q6P161	15,819
Q7Z7F7	15,128
Q9BYD2	30,243
P82664	22,999
P82912	20,616
O15235	15,173
O60783	15,139
P82914	29,842
Q9Y3D3	15,345
Q9Y2R5	14,502
Q9NVS2	22,184
Q9Y676	29,396
Q9Y3D5	15,850
Q9Y399	33,249
P82921	10,689
P82650	41,280
Q9Y3D9	21,771
Q96EL2	19,015
P82663	20,116
Q9BYN8	24,212
Q92552	47,611
Q9NP92	50,365
Q92665	45,318
Q9Y291	12,629
P82930	25,650
P82673	36,844
Q9Y2Q9	20,843
P82909	11,466
P82675	48,006
P82932	14,227
Q9Y2R9	28,134
P82933	45,835
Q96E11	29,277
Q9HD23	50,318
Q9UKD2	27,560
Q9Y6F6	97,957
P11836	33,077
Q96PG2	29,747
Q9NXJ0	28,069
Q5J8X5	17,307
Q96JA4	76,580
Q3C1V0	42,176
Q96HJ5	22,933
Q96PG1	15,209
Q9H2W1	26,943
Q9GZW8	26,131
Q6ZTZ1	31,632
Q6P1R3	61,319
Q96H12	32,363
Q8NCY6	41,150
O60682	22,068
A6NI15	20,778
P43246	104,743
P20585	127,412
O15457	104,756
O43196	92,875
P52701	152,786
O43347	39,125
Q96DH6	35,197
Q68DK7	67,128
Q9HCI7	62,541
Q8N5Y2	59,824
P0C860	51,070
Q13421	68,986
Q96KJ4	74,540
P08118	12,865
Q15800	35,216
Q1L6U9	14,993
P26038	67,820
P21757	49,762
Q9UJ68	26,132
Q9NZV6	12,760
Q9Y3D2	19,536
Q8IXL7	20,702
Q4VC12	51,289
P26927	80,320
Q2TV78	79,694
Q04912	152,241
Q9P289	46,529
O14793	42,750
Q9BUK6	61,835
P28360	31,496
P35548	28,897
P04731	6,120
P07438	6,115
A1L3X4	4,983
P04732	6,014
P04733	6,086
P80294	6,039
Q93083	6,062
P13640	6,141
Q8N339	6,110
P80297	6,068
P02795	6,042
P25713	6,927
P47944	6,509
Q13330	80,786
O94776	75,023
Q9BTC8	67,504
Q13126	31,236
P00846	24,817
P03928	7,992
Q96DY7	102,193
Q9Y6C9	33,331
P00395	57,041
P00403	25,565
P00414	29,951
P56278	12,600
P56277	7,747
P00156	42,718
Q86UE4	63,837
Q99551	45,778
Q96E29	47,971
Q7Z6M4	43,958
Q49AM1	44,414
Q14872	80,957
Q9Y483	67,090
Q96DP5	43,832
Q9UDX5	18,010
Q15390	37,000
Q9BT17	37,237
P11586	101,559
Q6UB35	105,790
P13995	37,895
Q9H903	37,315
P42898	74,597
P49914	23,256
Q2M296	42,173
P46199	81,317
Q9H2K0	31,725
Q9Y4I5	55,025
Q13496	69,932
Q13613	74,678
Q9NXD2	88,273
A4FU01	79,545
Q9C0I1	86,148
Q8NCE2	72,203
Q13614	73,381
Q13615	133,619
Q9NYA4	133,353
Q9Y217	71,968
Q9Y216	75,833
Q96EF0	78,919
Q96QG7	63,462
P03886	35,661
P03891	38,961
P03897	13,186
P03905	51,581
P03915	67,027
P03923	18,622
Q9Y2Z2	79,964
P42345	288,892
Q9NVV4	66,172
P58546	12,895
Q99707	140,527
O75570	52,306
Q9UGC7	43,600
P0CJ77	2,806
P0CJ72	2,666
Q9UBK8	77,674
O43312	82,251
Q765P7	79,929
P55157	99,351
Q9ULD2	141,397
Q5JR59	150,195
Q13505	51,463
O75431	29,763
Q5HYI7	35,093
P15941	122,102
Q9UKN1	558,164
Q9H3R2	54,604
Q8N387	36,294
Q8WXI7	1,519,175
Q685J3	451,741
Q7Z5P9	805,253
Q02817	540,300
Q8N307	71,982
Q5SSG8	54,228
Q02505	345,127
Q99102	231,518
P98088	585,570
Q9HC84	596,340
Q6W4X9	257,051
Q8TAX7	39,159
Q96DR8	9,039
Q969V5	39,800
Q15306	51,772
Q2TAK8	78,636
Q5H9M0	79,040
Q5BKX8	41,899
Q96NY9	61,173
O15146	97,056
Q8IVN3	8,911
P22033	83,134
Q8TDH9	21,609
Q9UIF7	60,069
P53602	43,405
Q03426	42,451
Q14764	99,327
P20591	75,520
P20592	82,089
Q05195	25,254
Q9BW11	23,477
Q14582	23,528
P50539	26,062
Q9NR99	312,150
P84157	21,466
Q9BRK3	49,132
Q96S97	35,274
P10242	72,341
Q9BQG0	148,855
P10243	85,887
P10244	78,764
Q00872	128,294
Q14324	128,072
Q14896	140,762
Q13203	52,050
P01106	48,804
Q99417	11,967
Q8TBZ2	108,153
P12524	40,327
P12525	40,868
P04198	49,561
P40205	11,733
Q8N699	26,593
Q99836	33,233
Q9P2K5	64,122
Q8WXC6	6,211
P23409	26,953
P12882	223,145
P35580	228,999
P35749	227,339
Q9UKX3	223,605
Q7Z406	227,871
Q9Y2K3	224,619
Q9UKX2	223,044
P11055	223,905
Q9Y623	223,071
P13533	223,735
P12883	223,097
A7E2Y1	225,845
P13535	222,763
P35579	226,532
P05976	21,145
Q9BUA6	25,308
P19105	19,794
O14950	19,779
P10916	18,789
P08590	21,932
P12829	21,565
Q02045	19,534
P60660	16,930
P14649	22,764
Q01449	19,448
P24844	19,827
Q8WY64	49,910
Q15746	210,715
Q9H1R3	64,685
Q32MK0	88,393
Q86YV6	44,508
Q96A32	19,015
Q9NPC7	68,682
Q9HD67	237,347
Q9UKN7	395,293
Q96JP2	167,088
Q9Y6X6	206,129
Q92614	233,115
Q8IUG5	285,215
Q96H55	109,135
Q9UBC5	118,401
O43795	131,985
O00159	121,682
O94832	116,202
Q12965	127,062
O00160	124,844
B0I1T2	116,442
Q8N1T3	119,037
Q8NEV4	186,208
Q8WXR4	151,829
Q9Y4I1	215,405
Q9ULV0	213,672
Q9NQX4	202,810
Q9UM54	149,691
Q13402	254,390
Q6PIF6	241,599
B2RTY4	292,706
Q13459	243,401
Q99972	56,972
Q8IZQ8	101,997
P15172	34,501
Q9NZM1	234,709
P15173	25,037
P52179	187,627
P54296	164,896
Q5VTT5	162,189
Q9UBF9	55,395
Q9NP98	31,745
Q9NPC6	29,898
Q8TDC0	27,157
Q86TC9	145,257
Q86VE0	42,508
Q8NFW9	95,706
Q5VVJ2	95,032
Q01538	122,329
Q9UL68	133,043
P0CAP1	54,206
P28698	82,055
Q08AG7	8,479
Q6P582	16,221
Q6NZ67	16,226
O75113	100,379
Q86UW6	198,801
Q5TBK1	28,981
Q92802	67,459
O15049	60,470
Q9Y5N5	22,957
Q8WVE0	24,506
P41227	26,459
Q9BSU3	25,979
Q9BXJ9	101,272
P61599	20,368
Q14CX7	112,292
Q147X3	39,320
Q5VZE5	83,639
Q9BRA0	13,514
Q86UY6	27,194
Q9GZZ1	19,398
Q9H7X0	27,451
Q02083	40,066
Q9Y3Q0	83,592
Q9UQQ1	80,558
Q58DX5	88,682
Q13506	54,401
Q15742	56,594
E9PAV3	205,422
Q13765	23,384
Q9H009	23,223
O15069	161,101
Q9BZK3	23,306
Q96RE7	57,258
Q96BF6	62,837
O95544	49,228
Q4G0N4	49,433
Q6IA69	79,285
Q13564	60,246
Q96HR8	53,717
P17050	46,565
Q9UJ70	37,376
Q5TF39	56,218
P54802	82,266
Q9UK23	56,073
Q8N159	58,156
Q69YI7	35,164
Q13075	159,582
Q8IZF0	200,331
P43490	55,521
Q7Z5D8	22,750
Q6NSW7	34,673
Q8TBE9	27,813
Q9NR45	40,308
P55209	45,374
Q9ULW6	52,542
Q99457	57,593
Q99733	42,823
Q96NT1	19,593
A6NFF2	12,045
P54920	33,233
Q9H115	33,557
Q6IQ20	45,596
Q99747	34,746
Q6XQN6	57,578
O96009	45,387
Q9UHQ1	51,156
Q9H6Q4	53,020
Q659A1	110,011
O43776	62,943
Q96I59	54,090
P49321	85,238
P18440	33,899
Q9H0A0	115,730
Q8WUY8	21,650
Q8N8M0	40,521
P11245	33,542
Q6N069	101,462
Q93015	31,445
Q9UHE5	25,619
Q9UHF3	25,366
Q8N9F0	32,837
Q9BTE0	23,361
Q8NEY1	202,472
Q8IVL1	268,167
Q8IVL0	255,648
A2RRP1	268,571
Q8NFP9	327,822
Q6ZS30	307,237
Q6ZNJ1	302,517
P41271	19,408
O60934	84,959
Q3BBV0	139,258
P0DPF2	595,733
Q9H094	72,951
P0C2Y1	48,090
Q14596	107,413
P61601	22,245
P13591	94,574
O15394	93,046
O14594	143,093
Q15021	157,182
P42695	168,891
Q9BPX3	114,334
Q86XI2	130,960
Q15003	82,563
Q6IBW4	68,227
Q09161	91,839
P52298	18,001
Q6ZVX7	30,847
Q9UBB6	78,864
Q6PIU2	45,808
P14598	44,682
A6NI72	44,817
A8MVU1	41,851
P19878	59,762
Q15080	39,032
P16333	42,864
O43639	42,915
Q9Y2A7	128,790
P55160	128,153
O14513	208,537
Q9HCH0	139,432
Q9NZQ3	78,960
P19338	76,614
Q969V3	62,974
Q15788	156,757
Q15596	159,157
Q13772	69,726
Q9HCD5	65,536
Q14686	219,145
Q8NI08	106,162
O75376	270,210
Q9Y618	273,657
O76036	34,481
O95944	30,677
O14931	21,593
Q68D85	50,827
P62166	21,879
Q92542	78,411
O14777	73,913
Q9NXR1	37,721
Q9GZM8	38,375
Q9BT67	24,899
Q9NV92	36,390
Q99608	36,086
Q8TB73	64,673
Q96MG7	34,308
Q9UHB4	66,763
Q92597	42,835
Q9UN36	40,798
Q9UGV2	41,409
Q9ULP0	38,459
P52848	100,868
P52849	100,875
O95803	100,902
Q9H3R1	100,716
O15239	8,072
O95299	40,751
Q86Y39	14,852
Q9UI09	17,114
Q9P0J0	16,698
O43678	10,922
O95167	9,279
O00483	9,370
Q9NRX3	9,966
Q16718	13,459
P56556	15,137
O95182	12,551
P51970	20,105
Q16795	42,510
O14561	17,417
Q9Y375	37,764
Q8N183	19,856
Q9BU61	20,350
Q9P032	20,266
Q5TEU4	38,918
Q330K2	38,176
O75438	6,961
O96000	20,777
Q9NX14	17,317
O95178	12,058
O43676	11,402
O95168	15,209
O43674	21,750
O95139	15,489
P17568	16,402
O95169	21,766
Q9Y6M9	21,831
O43677	8,734
O95298	14,188
P28331	79,468
O75306	52,546
O75489	30,242
O43181	20,108
O43920	12,518
O75380	13,712
O75251	23,564
O00217	23,705
P49821	50,817
P19404	27,392
P56181	11,941
P20929	772,914
O76041	116,453
Q8N987	40,571
Q7Z6G3	43,194
Q96P71	44,350
Q8NC96	29,737
Q9NVZ3	28,339
Q8NHV4	71,966
P46934	149,114
Q96PU5	111,932
Q15843	9,072
Q14511	92,861
P12036	112,479
P07196	61,517
P07197	102,472
Q7Z3B1	38,719
Q96FI4	43,684
Q969S2	36,826
Q8TAT5	67,769
Q96PY6	142,828
Q6ZWH5	133,259
Q8NG66	74,192
P51955	51,763
P51956	57,705
P51957	94,597
Q6P3R8	81,445
Q9HC98	35,714
Q8TDX7	34,551
Q86SG6	74,806
Q8TD19	107,168
Q6X4W1	60,143
O60524	122,954
Q9UMX5	18,856
Q92859	160,017
P48681	177,439
Q7Z628	67,740
Q8TDF5	60,191
Q8NC67	59,393
Q99519	45,467
Q9Y3R4	42,254
Q9UQ49	48,252
Q8WWR8	51,572
O76050	61,860
Q9BR09	31,690
A8MQ27	59,270
Q96EH8	28,789
Q96JN8	166,907
Q9HD90	37,041
Q96NK8	38,705
Q92886	25,718
Q9H2A3	28,621
Q0ZGT2	80,658
Q8NBZ9	25,156
P21359	319,372
P35240	69,690
Q8NET5	29,686
O94856	150,027
O94916	165,763
O95644	101,243
Q13469	100,146
Q8NCF5	45,817
Q12968	115,594
Q14934	95,449
Q16621	41,473
Q16236	67,827
Q9Y4A8	76,154
Q86UQ8	19,019
Q12857	55,944
O00712	47,442
P08651	55,675
Q16649	51,472
Q14938	55,098
P19838	105,356
Q00653	96,749
P25963	35,609
Q15653	37,771
O00221	52,864
Q9UBC1	43,204
Q9BYH8	78,061
Q6P4R8	139,001
Q9Y697	50,196
Q9UMS0	28,463
Q12986	124,395
Q6ZNB6	101,339
P23511	36,877
P25208	22,831
Q13952	50,302
Q8NEJ9	35,894
Q8N5V2	82,496
P01138	26,959
P08138	45,183
Q00994	12,959
Q96IV0	74,390
Q9NPE2	32,408
Q9H9Q4	33,337
Q02575	14,618
Q6VVB1	42,293
Q8NBF2	79,444
Q5JS37	38,283
Q9NX24	17,201
P55769	14,174
Q6T4R5	179,135
Q5SYE7	170,668
Q5HYW2	133,286
Q9BSH3	24,202
P14543	136,377
Q14112	151,254
Q9BZL3	6,593
Q9GZT8	41,968
Q8IY84	49,606
Q8N4C6	243,249
Q92982	16,345
Q9NZG7	15,680
Q9Y2I6	156,344
Q9Y221	20,463
Q7RTP0	34,562
Q8N8Q9	39,185
Q6NVV3	44,638
Q9H841	42,156
Q6P499	44,742
Q0D2K0	50,058
Q6KC79	316,051
Q9BPW8	33,310
Q9UFN0	28,467
Q9BS92	28,313
Q9Y2I1	166,629
Q86X76	35,896
Q9NQR4	30,608
Q4KMZ8	23,552
Q8IVV8	23,240
Q8N5F7	47,138
Q5M9Q1	46,312
Q969G9	52,285
Q969F2	50,055
Q9NYS0	21,643
Q9NYR9	21,508
Q17RQ9	67,780
O15226	77,673
P30414	165,677
Q9UD57	32,381
Q8TAU0	38,406
Q9H2Z4	36,179
P52952	34,918
A6NCS4	32,121
O15522	25,866
Q99801	26,350
P78367	34,814
P78426	37,849
Q9C056	29,263
A6NJ46	28,948
Q9NVX2	53,320
Q8N2Q7	96,368
Q8NFZ4	90,820
Q9NZ94	93,895
Q8N0W4	91,915
Q8NFZ3	92,021
Q9UBE8	58,283
Q9BYT8	80,652
Q7RTR2	114,658
Q9NPP4	116,159
Q86WI3	204,595
Q9C000	165,866
Q86W26	75,032
P59045	117,779
P59046	120,173
Q86W25	118,884
Q86W24	124,733
Q9NX02	120,515
Q96P20	118,173
P59047	134,342
P59044	98,768
Q8WX94	111,807
Q86W28	119,430
Q7RTR0	113,312
Q86UT6	107,616
P08949	13,252
Q14956	63,923
P28336	43,435
Q96D46	57,603
P15531	17,149
P22392	17,298
O60361	15,529
Q13232	19,015
O00746	20,659
P56597	24,236
O75414	21,142
Q9Y5B8	42,492
Q8N427	67,270
Q86XW9	36,856
Q9C002	9,617
Q13287	35,057
Q9HAN9	31,932
Q9BZQ4	34,439
Q96T66	28,322
Q9HBL8	33,344
Q9NWW6	23,193
P30419	56,806
O60551	56,980
P48645	19,741
Q9HB89	47,351
Q9GZQ4	47,696
Q16517	9,237
P40261	29,574
Q13423	113,896
Q9H6W3	71,086
Q8NC60	78,458
Q9ULX3	46,675
O60393	73,906
Q9Y3T9	84,919
Q8WTT2	92,548
Q9BVI4	58,468
Q9Y239	107,691
Q9HC29	115,283
Q96S42	39,561
Q13253	25,774
Q9BSC4	80,302
Q9H8H0	81,124
Q9UGY1	24,663
O60936	22,629
O94818	71,357
Q9H6R4	127,593
Q9UMY1	29,426
Q76FK4	131,616
Q5SY16	79,323
Q14978	73,603
Q5C9Z4	96,257
Q15155	134,324
Q5JPE7	139,439
P69849	134,134
Q15233	54,232
Q9NPE3	7,706
P78316	97,668
Q9Y3C1	21,188
P46087	89,302
O00567	66,050
Q9Y2X3	59,578
P29475	160,970
Q8WY41	30,230
O75052	56,150
P35228	131,117
P60321	15,132
P29474	133,275
P60323	18,844
Q9Y314	33,172
Q8IVI9	57,660
P46531	272,505
Q04721	265,405
Q7Z3S9	25,835
Q9UM47	243,631
Q99466	209,622
A8MTQ0	27,003
Q6P988	55,699
P48745	39,162
P51513	51,727
Q9UNW9	49,009
Q9Y5S8	64,871
Q9HBY0	64,935
Q9NPH5	66,932
Q96PH1	86,439
Q86UR1	50,933
Q8IXT1	111,616
Q8NFA2	41,253
Q99742	62,702
Q99743	91,791
Q8IXF0	100,805
Q8IUM7	87,117
Q14207	154,290
Q8NG41	13,097
P48146	36,861
O15118	142,167
Q9UHC9	148,728
P61916	16,570
Q9NQX5	34,516
Q8NDH3	55,861
P55786	103,276
A6NEC2	53,747
Q9GZQ6	47,819
Q9Y5X5	60,270
O15259	83,299
Q7Z494	150,864
O75161	157,598
O60500	134,742
Q9NP85	42,201
A6NHN6	51,267
Q9BXD5	35,163
Q8TAT6	68,120
P06748	32,575
Q86SE8	24,152
O75607	19,344
Q6UXI9	61,907
P01160	16,396
P16860	14,726
P23582	13,246
P16066	118,919
P20594	117,022
P17342	59,808
Q8WTW4	43,658
Q12980	63,605
Q6W5P4	42,687
Q9Y639	44,387
Q15818	47,122
P47972	47,042
O95502	52,846
Q9HCQ7	22,309
Q8N729	18,048
P01303	10,851
P25929	44,392
P49146	42,731
Q15761	50,727
P15559	30,868
P16083	25,919
P51843	51,718
P20393	66,805
Q14995	64,625
P55055	50,974
Q13133	50,396
Q96RI1	55,914
O75469	49,762
Q14994	39,942
P13056	67,315
P49116	65,414
Q86WQ0	15,876
Q9Y466	42,589
Q9Y5X4	44,692
P10589	46,156
P24468	45,571
P10588	42,979
P04150	85,659
P08235	107,082
P22736	64,463
P43354	66,591
O00482	61,331
Q15406	54,383
Q86VF7	197,074
Q7Z6K4	12,492
P01111	21,229
Q96F24	32,378
Q9UHY1	59,845
Q9NSY0	57,803
Q92823	143,890
O43847	131,701
Q16612	7,909
Q14494	84,704
Q16656	53,541
Q02297	70,392
O14511	91,679
Q92686	7,618
P48552	126,942
Q9BQI9	31,331
Q9NQ35	26,975
Q7Z2Y5	178,479
Q8IXM6	29,379
Q9NPD7	15,333
Q496H8	17,786
O14786	103,134
Q92832	89,635
O60462	104,831
Q99435	91,346
Q9GZP1	21,983
Q99748	22,405
P58400	50,424
Q9ULB1	161,883
P58401	70,927
Q9P2S2	184,982
Q9HDB5	69,305
Q9Y4C0	180,599
O95478	30,065
Q96L73	296,652
Q15738	41,900
P46459	82,594
Q9UNZ2	40,573
P42857	20,913
Q9Y328	19,085
Q7Z3B3	121,025
Q96IY1	32,162
Q92636	104,372
Q8WV22	30,855
Q96MF7	27,932
Q9NXX6	44,301
Q9H0G5	66,390
Q08J23	86,471
Q9H649	38,244
Q96CB9	43,089
Q96P11	46,692
Q3KNT7	17,679
Q63ZY6	34,347
Q8TEA1	51,770
Q8NE18	81,039
Q8TCD5	23,383
Q9BXI3	41,021
Q96P26	68,804
P49902	64,970
Q9H0P0	37,948
Q969T7	34,389
Q5TFE4	51,845
Q9H857	60,719
Q86UY8	63,420
Q86YG4	48,951
P21589	63,368
Q9NPB1	25,862
Q96AB6	34,677
P20783	29,355
P34130	22,427
P78549	34,390
Q9P121	37,971
O95631	67,748
O00634	61,466
Q9HB63	70,071
Q8WTR8	53,174
Q9Y2I2	60,541
Q96CW9	59,799
Q9BSD7	20,713
P04629	87,497
Q16620	91,999
Q16288	94,428
P30990	19,795
P30989	46,259
O95665	45,385
O60285	74,305
Q9H093	69,612
Q9Y5A7	70,538
P53384	34,534
Q9Y5Y2	28,825
Q8TB37	34,083
Q02818	53,879
P80303	50,223
Q9H1E3	27,296
Q9Y266	38,243
Q96RS6	66,756
Q8WVJ2	17,676
Q8IVD9	40,822
P36639	22,520
Q8NFP7	18,500
Q96G61	18,559
Q9BQG2	52,076
Q86X67	39,688
O95848	24,118
Q9NV35	18,609
Q96DE0	21,273
Q9BRJ7	23,338
P0C025	35,923
Q6ZVK8	35,501
A8MXV4	42,233
P50583	16,829
O43809	26,227
Q9BRQ3	32,580
O95989	19,471
Q9NZJ9	20,306
Q9UKK9	24,328
P53370	35,679
P0C024	26,942
Q8WV74	25,370
Q9BW91	39,125
Q9BZD4	54,304
Q9UHK0	56,300
Q7Z417	76,121
Q14980	238,260
P49757	70,804
Q9Y6R0	64,891
P57740	106,374
Q8WUM0	128,979
P49790	153,938
O75694	155,199
Q12769	162,121
Q5SRE5	196,043
Q92621	227,922
Q8TEM1	205,111
Q5VU65	210,605
P35658	213,620
Q8NFH5	34,774
Q8NFH4	36,708
Q8NFH3	42,151
Q9UKX7	50,144
Q7Z3B4	55,435
P37198	53,255
Q9H1M0	20,837
Q9BW27	75,019
Q99567	83,542
Q8N1F7	93,488
P52948	197,579
Q9BVL2	60,897
O15504	44,872
O60356	8,873
Q96E22	33,224
Q9BXS6	49,452
Q86Y26	120,314
P61970	14,478
O15381	95,051
Q149M9	174,552
Q9UBU9	70,182
Q9GZY0	71,627
Q9H4D5	60,102
Q9H1B4	45,628
Q6DKJ4	48,392
Q96CM4	23,943
Q5VZ03	17,614
P58417	31,082
O95157	28,127
O95158	33,065
Q9UKK6	15,847
Q9NPJ8	16,228
Q6ZVC0	87,928
