id,A_exposed,C_exposed,D_exposed,E_exposed,F_exposed,G_exposed,H_exposed,I_exposed,K_exposed,L_exposed,M_exposed,N_exposed,P_exposed,Q_exposed,R_exposed,S_exposed,T_exposed,V_exposed,W_exposed,Y_exposed
Q13356,15.0,0.0,20.0,27.0,3.0,10.0,3.0,1.0,46.0,3.0,3.0,18.0,19.0,16.0,10.0,15.0,15.0,4.0,1.0,2.0
Q13360,8.0,1.0,16.0,38.0,1.0,29.0,8.0,7.0,44.0,7.0,3.0,17.0,12.0,23.0,20.0,32.0,28.0,2.0,2.0,2.0
Q13361,11.0,0.0,12.0,11.0,3.0,5.0,1.0,3.0,6.0,11.0,2.0,8.0,11.0,6.0,11.0,7.0,13.0,6.0,2.0,1.0
Q13362,17.0,1.0,23.0,34.0,1.0,8.0,6.0,1.0,38.0,9.0,6.0,11.0,23.0,15.0,14.0,16.0,10.0,8.0,0.0,4.0
Q13363,12.0,0.0,15.0,15.0,1.0,21.0,10.0,1.0,13.0,6.0,2.0,4.0,20.0,13.0,17.0,14.0,8.0,6.0,0.0,1.0
Q13367,28.0,1.0,46.0,79.0,2.0,35.0,4.0,4.0,56.0,2.0,7.0,13.0,43.0,20.0,29.0,74.0,26.0,5.0,2.0,7.0
Q13368,15.0,1.0,23.0,42.0,1.0,14.0,13.0,0.0,24.0,1.0,3.0,7.0,17.0,23.0,20.0,18.0,8.0,5.0,0.0,2.0
Q13370,33.0,7.0,43.0,70.0,13.0,42.0,15.0,11.0,37.0,43.0,4.0,49.0,55.0,33.0,48.0,73.0,24.0,18.0,4.0,7.0
Q13371,9.0,2.0,21.0,29.0,0.0,11.0,4.0,3.0,16.0,6.0,2.0,5.0,5.0,17.0,10.0,20.0,9.0,6.0,0.0,3.0
Q13387,46.0,6.0,55.0,83.0,6.0,65.0,9.0,6.0,9.0,23.0,5.0,11.0,75.0,19.0,43.0,78.0,23.0,9.0,1.0,4.0
Q13393,3.0,0.0,28.0,51.0,1.0,21.0,6.0,2.0,45.0,3.0,1.0,24.0,19.0,17.0,25.0,23.0,13.0,4.0,0.0,0.0
Q13394,12.0,1.0,13.0,18.0,0.0,9.0,5.0,3.0,16.0,5.0,2.0,10.0,8.0,9.0,16.0,16.0,3.0,2.0,0.0,1.0
Q13395,28.0,1.0,49.0,83.0,2.0,44.0,10.0,4.0,43.0,9.0,3.0,29.0,36.0,51.0,39.0,61.0,27.0,6.0,2.0,5.0
Q13398,8.0,3.0,9.0,43.0,2.0,33.0,9.0,6.0,33.0,2.0,2.0,12.0,16.0,27.0,39.0,50.0,20.0,6.0,1.0,4.0
Q13401,2.0,0.0,9.0,15.0,1.0,5.0,7.0,1.0,6.0,2.0,2.0,1.0,6.0,7.0,2.0,5.0,3.0,1.0,0.0,1.0
Q13402,41.0,0.0,71.0,114.0,3.0,47.0,22.0,3.0,105.0,15.0,7.0,27.0,44.0,58.0,71.0,51.0,37.0,9.0,3.0,4.0
Q13404,4.0,0.0,4.0,9.0,2.0,3.0,0.0,0.0,8.0,0.0,3.0,5.0,5.0,5.0,6.0,6.0,2.0,2.0,0.0,0.0
Q13405,5.0,0.0,7.0,7.0,0.0,7.0,3.0,0.0,5.0,1.0,3.0,2.0,7.0,7.0,11.0,1.0,6.0,3.0,1.0,3.0
Q13409,24.0,0.0,27.0,57.0,1.0,15.0,11.0,4.0,35.0,6.0,4.0,12.0,25.0,21.0,23.0,30.0,18.0,13.0,1.0,3.0
Q13410,13.0,1.0,21.0,34.0,5.0,17.0,4.0,7.0,20.0,19.0,4.0,10.0,28.0,9.0,21.0,26.0,11.0,6.0,3.0,3.0
Q13415,35.0,3.0,32.0,53.0,2.0,16.0,17.0,12.0,50.0,20.0,3.0,19.0,42.0,32.0,53.0,58.0,35.0,7.0,1.0,4.0
Q13416,12.0,0.0,35.0,39.0,3.0,16.0,8.0,5.0,46.0,9.0,2.0,20.0,13.0,24.0,19.0,41.0,13.0,10.0,0.0,2.0
Q13418,5.0,1.0,20.0,20.0,1.0,12.0,6.0,1.0,18.0,3.0,4.0,10.0,14.0,9.0,16.0,7.0,12.0,3.0,1.0,3.0
Q13421,24.0,1.0,26.0,28.0,2.0,20.0,2.0,0.0,15.0,15.0,2.0,9.0,32.0,20.0,27.0,24.0,16.0,5.0,1.0,1.0
Q13422,18.0,3.0,27.0,43.0,3.0,36.0,13.0,6.0,27.0,22.0,11.0,23.0,23.0,20.0,30.0,48.0,18.0,12.0,0.0,8.0
Q13423,22.0,0.0,25.0,32.0,1.0,24.0,5.0,5.0,43.0,10.0,2.0,17.0,27.0,18.0,10.0,17.0,22.0,9.0,0.0,5.0
Q13424,25.0,0.0,18.0,26.0,1.0,28.0,3.0,0.0,13.0,1.0,1.0,7.0,28.0,16.0,22.0,19.0,9.0,3.0,1.0,2.0
Q13425,30.0,2.0,15.0,23.0,2.0,34.0,4.0,0.0,15.0,8.0,3.0,7.0,25.0,12.0,22.0,28.0,11.0,5.0,0.0,1.0
Q13426,17.0,2.0,20.0,38.0,3.0,7.0,4.0,9.0,25.0,17.0,5.0,15.0,9.0,12.0,17.0,25.0,12.0,6.0,1.0,2.0
Q13427,13.0,2.0,41.0,76.0,6.0,18.0,20.0,11.0,107.0,8.0,7.0,35.0,25.0,24.0,99.0,112.0,14.0,14.0,2.0,9.0
Q13428,215.0,4.0,57.0,139.0,2.0,113.0,5.0,12.0,167.0,51.0,14.0,20.0,137.0,82.0,50.0,201.0,96.0,78.0,2.0,1.0
Q13432,6.0,0.0,13.0,15.0,0.0,15.0,1.0,1.0,9.0,1.0,1.0,5.0,21.0,7.0,11.0,14.0,4.0,4.0,0.0,1.0
Q13433,25.0,0.0,32.0,43.0,16.0,19.0,61.0,13.0,39.0,26.0,5.0,28.0,24.0,20.0,25.0,56.0,23.0,15.0,4.0,11.0
Q13434,29.0,3.0,20.0,42.0,0.0,33.0,0.0,1.0,18.0,5.0,3.0,16.0,15.0,16.0,18.0,34.0,21.0,7.0,1.0,2.0
Q13435,40.0,0.0,42.0,104.0,10.0,52.0,10.0,9.0,78.0,23.0,18.0,14.0,86.0,44.0,44.0,43.0,29.0,27.0,1.0,6.0
Q13438,29.0,0.0,41.0,79.0,3.0,34.0,4.0,1.0,41.0,20.0,6.0,12.0,38.0,30.0,37.0,28.0,12.0,8.0,4.0,2.0
Q13439,65.0,4.0,79.0,284.0,13.0,28.0,20.0,19.0,181.0,46.0,14.0,65.0,20.0,153.0,58.0,113.0,68.0,27.0,1.0,5.0
Q13442,15.0,0.0,14.0,27.0,0.0,14.0,2.0,6.0,28.0,12.0,3.0,3.0,5.0,13.0,16.0,8.0,6.0,3.0,0.0,3.0
Q13443,19.0,0.0,25.0,33.0,10.0,32.0,5.0,5.0,38.0,14.0,5.0,32.0,38.0,26.0,28.0,36.0,17.0,16.0,2.0,9.0
Q13444,30.0,2.0,32.0,26.0,2.0,45.0,13.0,2.0,15.0,33.0,2.0,12.0,84.0,35.0,43.0,35.0,22.0,10.0,3.0,4.0
Q13445,16.0,1.0,8.0,18.0,5.0,10.0,0.0,2.0,5.0,12.0,3.0,3.0,9.0,5.0,9.0,4.0,8.0,8.0,1.0,0.0
Q13449,3.0,2.0,13.0,20.0,0.0,13.0,3.0,1.0,15.0,12.0,1.0,13.0,8.0,8.0,17.0,18.0,13.0,8.0,0.0,1.0
Q13451,10.0,0.0,13.0,44.0,0.0,17.0,1.0,3.0,40.0,1.0,8.0,14.0,4.0,8.0,13.0,12.0,7.0,5.0,1.0,1.0
Q13454,7.0,2.0,10.0,10.0,6.0,15.0,3.0,3.0,12.0,17.0,3.0,11.0,7.0,12.0,21.0,11.0,4.0,4.0,0.0,3.0
Q13459,84.0,3.0,67.0,159.0,8.0,78.0,26.0,6.0,127.0,38.0,8.0,32.0,95.0,83.0,90.0,101.0,54.0,34.0,1.0,10.0
Q13461,50.0,3.0,9.0,13.0,6.0,26.0,2.0,0.0,6.0,23.0,2.0,2.0,59.0,5.0,25.0,12.0,2.0,6.0,0.0,5.0
Q13464,22.0,2.0,63.0,107.0,10.0,18.0,10.0,4.0,93.0,13.0,6.0,57.0,13.0,47.0,51.0,49.0,36.0,14.0,0.0,6.0
Q13467,33.0,1.0,12.0,18.0,2.0,23.0,8.0,1.0,14.0,18.0,3.0,8.0,30.0,10.0,23.0,16.0,13.0,14.0,2.0,4.0
Q13469,53.0,7.0,32.0,41.0,5.0,46.0,19.0,10.0,29.0,25.0,6.0,25.0,90.0,45.0,36.0,65.0,31.0,21.0,0.0,13.0
Q13470,25.0,1.0,17.0,30.0,1.0,40.0,10.0,2.0,16.0,14.0,5.0,7.0,55.0,14.0,43.0,31.0,12.0,3.0,3.0,3.0
Q13472,30.0,1.0,37.0,43.0,3.0,45.0,12.0,3.0,38.0,12.0,6.0,29.0,45.0,41.0,49.0,38.0,19.0,8.0,3.0,4.0
Q13474,40.0,2.0,39.0,67.0,5.0,27.0,21.0,4.0,30.0,18.0,4.0,16.0,37.0,47.0,34.0,66.0,25.0,17.0,2.0,1.0
Q13477,24.0,0.0,17.0,22.0,1.0,27.0,7.0,3.0,5.0,26.0,1.0,2.0,38.0,22.0,16.0,26.0,25.0,11.0,3.0,1.0
Q13478,8.0,3.0,11.0,38.0,2.0,12.0,8.0,6.0,27.0,11.0,2.0,23.0,11.0,4.0,14.0,21.0,18.0,11.0,1.0,3.0
Q13480,28.0,5.0,46.0,36.0,10.0,26.0,15.0,15.0,37.0,27.0,11.0,28.0,76.0,25.0,30.0,84.0,37.0,28.0,2.0,9.0
Q13485,26.0,0.0,18.0,19.0,3.0,27.0,20.0,7.0,14.0,11.0,3.0,17.0,35.0,24.0,11.0,34.0,25.0,7.0,0.0,5.0
Q13487,32.0,0.0,7.0,28.0,1.0,21.0,2.0,2.0,12.0,11.0,1.0,0.0,38.0,13.0,23.0,18.0,13.0,3.0,1.0,1.0
Q13488,31.0,0.0,17.0,39.0,7.0,20.0,13.0,2.0,7.0,16.0,4.0,10.0,26.0,26.0,41.0,16.0,12.0,10.0,4.0,4.0
Q13489,12.0,1.0,19.0,40.0,1.0,13.0,7.0,4.0,20.0,7.0,3.0,35.0,19.0,21.0,27.0,41.0,20.0,6.0,0.0,4.0
Q13490,11.0,1.0,21.0,37.0,0.0,15.0,6.0,5.0,29.0,6.0,2.0,31.0,22.0,20.0,23.0,48.0,18.0,5.0,0.0,3.0
Q13491,12.0,1.0,2.0,15.0,10.0,7.0,3.0,5.0,8.0,6.0,5.0,8.0,4.0,7.0,4.0,8.0,9.0,5.0,1.0,6.0
Q13492,32.0,0.0,31.0,22.0,3.0,28.0,8.0,7.0,37.0,14.0,11.0,29.0,33.0,27.0,14.0,56.0,45.0,21.0,0.0,3.0
Q13495,37.0,1.0,19.0,29.0,2.0,35.0,13.0,9.0,33.0,20.0,17.0,20.0,87.0,73.0,20.0,94.0,40.0,14.0,0.0,3.0
Q13496,10.0,1.0,22.0,29.0,1.0,12.0,11.0,1.0,26.0,4.0,4.0,12.0,14.0,10.0,17.0,26.0,13.0,2.0,0.0,1.0
Q13501,20.0,5.0,21.0,38.0,0.0,28.0,6.0,1.0,15.0,11.0,5.0,8.0,39.0,12.0,20.0,38.0,9.0,5.0,1.0,1.0
Q13503,9.0,1.0,11.0,10.0,0.0,1.0,2.0,1.0,5.0,3.0,2.0,5.0,6.0,11.0,3.0,10.0,6.0,1.0,0.0,2.0
Q13505,22.0,0.0,7.0,28.0,2.0,28.0,7.0,2.0,15.0,9.0,4.0,1.0,33.0,9.0,35.0,24.0,19.0,7.0,0.0,1.0
Q13506,19.0,1.0,20.0,36.0,1.0,18.0,13.0,2.0,28.0,12.0,1.0,13.0,20.0,20.0,20.0,38.0,15.0,8.0,1.0,3.0
Q13507,8.0,2.0,25.0,50.0,7.0,12.0,5.0,8.0,33.0,10.0,7.0,21.0,12.0,16.0,28.0,25.0,18.0,11.0,4.0,5.0
Q13508,11.0,0.0,14.0,23.0,5.0,14.0,6.0,7.0,25.0,13.0,5.0,16.0,18.0,18.0,2.0,12.0,10.0,6.0,1.0,3.0
Q13510,10.0,2.0,9.0,11.0,0.0,10.0,3.0,1.0,16.0,5.0,1.0,15.0,13.0,6.0,3.0,6.0,6.0,4.0,2.0,1.0
Q13515,36.0,4.0,12.0,39.0,2.0,21.0,8.0,4.0,12.0,15.0,7.0,7.0,11.0,25.0,28.0,31.0,12.0,11.0,1.0,1.0
Q13516,48.0,4.0,10.0,9.0,5.0,33.0,18.0,4.0,14.0,19.0,6.0,3.0,31.0,5.0,12.0,48.0,9.0,9.0,1.0,2.0
Q13519,8.0,1.0,4.0,14.0,5.0,5.0,4.0,0.0,9.0,13.0,6.0,3.0,8.0,15.0,15.0,14.0,5.0,6.0,1.0,2.0
Q13520,11.0,0.0,3.0,7.0,4.0,15.0,2.0,1.0,6.0,14.0,5.0,1.0,8.0,5.0,6.0,13.0,9.0,10.0,4.0,0.0
Q13522,8.0,1.0,7.0,20.0,1.0,8.0,6.0,8.0,11.0,10.0,6.0,3.0,19.0,11.0,12.0,15.0,17.0,4.0,0.0,0.0
Q13523,33.0,0.0,61.0,71.0,3.0,28.0,17.0,18.0,115.0,23.0,7.0,32.0,34.0,26.0,107.0,109.0,25.0,16.0,1.0,5.0
Q13526,4.0,0.0,5.0,14.0,1.0,10.0,0.0,1.0,8.0,0.0,2.0,4.0,2.0,7.0,9.0,13.0,4.0,0.0,0.0,0.0
Q13530,6.0,0.0,15.0,12.0,8.0,12.0,2.0,7.0,16.0,12.0,1.0,8.0,14.0,3.0,6.0,19.0,16.0,10.0,3.0,4.0
Q13535,41.0,4.0,91.0,129.0,3.0,30.0,32.0,6.0,125.0,16.0,9.0,57.0,47.0,71.0,58.0,98.0,49.0,11.0,0.0,9.0
Q13536,3.0,2.0,8.0,4.0,2.0,6.0,2.0,0.0,4.0,2.0,1.0,3.0,8.0,4.0,8.0,20.0,11.0,2.0,0.0,0.0
Q13541,4.0,1.0,6.0,7.0,2.0,11.0,1.0,1.0,3.0,1.0,4.0,2.0,13.0,4.0,9.0,13.0,10.0,4.0,0.0,0.0
Q13542,7.0,1.0,8.0,3.0,2.0,8.0,5.0,2.0,3.0,5.0,3.0,8.0,10.0,5.0,6.0,9.0,10.0,4.0,0.0,1.0
Q13546,13.0,0.0,21.0,43.0,2.0,21.0,8.0,2.0,24.0,7.0,5.0,31.0,21.0,26.0,19.0,42.0,18.0,6.0,1.0,7.0
Q13547,8.0,2.0,24.0,41.0,2.0,12.0,4.0,4.0,34.0,1.0,3.0,12.0,9.0,10.0,18.0,15.0,8.0,4.0,0.0,4.0
Q13554,34.0,3.0,19.0,31.0,2.0,31.0,6.0,8.0,25.0,15.0,5.0,14.0,47.0,16.0,20.0,37.0,27.0,12.0,0.0,2.0
Q13555,20.0,2.0,16.0,25.0,2.0,15.0,5.0,1.0,27.0,7.0,5.0,11.0,19.0,21.0,15.0,26.0,19.0,6.0,0.0,1.0
Q13557,11.0,1.0,16.0,22.0,2.0,13.0,2.0,3.0,23.0,4.0,2.0,10.0,14.0,11.0,11.0,19.0,15.0,2.0,1.0,1.0
Q13561,23.0,0.0,25.0,34.0,2.0,18.0,6.0,2.0,28.0,8.0,3.0,9.0,12.0,27.0,12.0,17.0,28.0,6.0,0.0,3.0
Q13562,19.0,3.0,21.0,35.0,6.0,14.0,14.0,5.0,20.0,11.0,8.0,13.0,28.0,13.0,15.0,30.0,12.0,3.0,1.0,4.0
Q13563,37.0,2.0,45.0,60.0,14.0,50.0,13.0,15.0,29.0,23.0,8.0,16.0,35.0,29.0,58.0,57.0,17.0,24.0,2.0,5.0
Q13564,4.0,0.0,22.0,33.0,0.0,13.0,3.0,0.0,24.0,3.0,2.0,18.0,5.0,19.0,8.0,19.0,6.0,0.0,0.0,1.0
Q13568,17.0,1.0,18.0,31.0,2.0,18.0,6.0,2.0,13.0,5.0,4.0,7.0,41.0,25.0,17.0,18.0,13.0,4.0,2.0,2.0
Q13569,14.0,1.0,11.0,35.0,1.0,14.0,4.0,1.0,31.0,3.0,5.0,11.0,21.0,25.0,9.0,18.0,8.0,10.0,0.0,4.0
Q13571,5.0,1.0,2.0,9.0,5.0,4.0,3.0,12.0,12.0,13.0,6.0,8.0,7.0,5.0,9.0,13.0,6.0,10.0,1.0,10.0
Q13572,17.0,3.0,10.0,26.0,0.0,18.0,1.0,0.0,14.0,1.0,4.0,12.0,9.0,16.0,9.0,14.0,11.0,1.0,0.0,1.0
Q13573,27.0,0.0,29.0,47.0,7.0,24.0,8.0,6.0,52.0,14.0,10.0,13.0,27.0,28.0,49.0,27.0,10.0,13.0,1.0,8.0
Q13574,29.0,3.0,30.0,54.0,3.0,27.0,14.0,1.0,41.0,10.0,4.0,14.0,41.0,35.0,46.0,35.0,19.0,6.0,1.0,4.0
Q13576,21.0,1.0,71.0,111.0,0.0,30.0,5.0,4.0,89.0,10.0,2.0,53.0,23.0,47.0,33.0,47.0,26.0,10.0,0.0,5.0
Q13585,37.0,2.0,25.0,15.0,3.0,14.0,22.0,8.0,25.0,11.0,3.0,11.0,43.0,10.0,16.0,34.0,24.0,20.0,1.0,4.0
Q13586,23.0,1.0,34.0,50.0,5.0,22.0,29.0,10.0,41.0,30.0,9.0,18.0,29.0,24.0,30.0,52.0,23.0,17.0,3.0,4.0
Q13588,1.0,1.0,9.0,16.0,0.0,9.0,3.0,0.0,9.0,1.0,1.0,6.0,9.0,7.0,13.0,8.0,3.0,0.0,1.0,0.0
Q13591,16.0,4.0,28.0,48.0,4.0,41.0,15.0,7.0,28.0,24.0,4.0,41.0,42.0,28.0,28.0,49.0,33.0,14.0,3.0,11.0
Q13595,3.0,0.0,11.0,14.0,1.0,27.0,11.0,2.0,6.0,0.0,3.0,7.0,14.0,2.0,57.0,44.0,10.0,3.0,0.0,18.0
Q13596,19.0,2.0,19.0,53.0,2.0,19.0,2.0,8.0,35.0,12.0,5.0,15.0,20.0,29.0,13.0,28.0,17.0,7.0,1.0,2.0
Q13601,19.0,0.0,9.0,35.0,5.0,5.0,2.0,8.0,59.0,9.0,3.0,13.0,20.0,12.0,14.0,17.0,7.0,5.0,0.0,3.0
Q13606,1.0,0.0,6.0,5.0,5.0,1.0,1.0,12.0,9.0,12.0,3.0,4.0,4.0,0.0,9.0,13.0,7.0,5.0,1.0,5.0
Q13607,6.0,1.0,4.0,5.0,8.0,4.0,4.0,6.0,9.0,13.0,4.0,2.0,5.0,6.0,7.0,11.0,5.0,10.0,3.0,0.0
Q13608,27.0,2.0,25.0,52.0,0.0,43.0,8.0,2.0,15.0,5.0,2.0,9.0,43.0,21.0,38.0,37.0,16.0,1.0,0.0,0.0
Q13609,5.0,0.0,9.0,11.0,0.0,2.0,4.0,1.0,23.0,9.0,1.0,8.0,3.0,4.0,15.0,15.0,7.0,1.0,0.0,2.0
Q13610,7.0,0.0,31.0,33.0,3.0,14.0,1.0,2.0,25.0,8.0,4.0,6.0,10.0,9.0,19.0,31.0,13.0,0.0,0.0,1.0
Q13613,25.0,1.0,21.0,32.0,1.0,25.0,10.0,0.0,27.0,2.0,2.0,16.0,18.0,14.0,15.0,29.0,9.0,6.0,0.0,0.0
Q13614,16.0,2.0,18.0,37.0,2.0,13.0,7.0,2.0,25.0,5.0,3.0,18.0,15.0,9.0,19.0,40.0,8.0,10.0,0.0,1.0
Q13615,43.0,9.0,53.0,79.0,6.0,47.0,27.0,9.0,38.0,54.0,7.0,31.0,56.0,46.0,43.0,103.0,36.0,26.0,6.0,5.0
Q13616,20.0,0.0,34.0,46.0,2.0,13.0,4.0,0.0,48.0,2.0,5.0,29.0,11.0,38.0,25.0,26.0,17.0,4.0,0.0,0.0
Q13617,12.0,0.0,27.0,39.0,0.0,10.0,6.0,2.0,45.0,4.0,5.0,26.0,10.0,27.0,19.0,23.0,17.0,4.0,0.0,4.0
Q13618,14.0,1.0,22.0,52.0,0.0,20.0,4.0,1.0,45.0,6.0,3.0,29.0,10.0,26.0,26.0,23.0,14.0,7.0,0.0,1.0
Q13619,22.0,1.0,32.0,45.0,1.0,20.0,8.0,1.0,48.0,7.0,6.0,19.0,15.0,23.0,25.0,24.0,16.0,5.0,0.0,0.0
Q13620,31.0,1.0,36.0,55.0,4.0,21.0,8.0,4.0,60.0,8.0,6.0,28.0,19.0,35.0,17.0,72.0,27.0,6.0,0.0,2.0
Q13621,24.0,2.0,32.0,49.0,13.0,22.0,8.0,15.0,54.0,15.0,4.0,35.0,18.0,16.0,20.0,33.0,20.0,15.0,4.0,6.0
Q13625,50.0,1.0,46.0,89.0,12.0,44.0,12.0,23.0,67.0,52.0,13.0,55.0,105.0,83.0,55.0,83.0,32.0,46.0,1.0,14.0
Q13627,28.0,1.0,22.0,24.0,1.0,38.0,38.0,2.0,27.0,6.0,8.0,27.0,29.0,42.0,30.0,61.0,37.0,15.0,0.0,7.0
Q13630,5.0,0.0,14.0,16.0,2.0,9.0,3.0,1.0,8.0,1.0,1.0,7.0,5.0,8.0,8.0,7.0,12.0,0.0,0.0,1.0
Q13634,15.0,5.0,42.0,44.0,5.0,27.0,15.0,18.0,31.0,20.0,8.0,19.0,24.0,18.0,28.0,31.0,32.0,19.0,0.0,11.0
Q13635,38.0,4.0,43.0,61.0,7.0,55.0,25.0,9.0,39.0,21.0,3.0,29.0,66.0,32.0,59.0,65.0,36.0,19.0,3.0,13.0
Q13636,2.0,2.0,6.0,12.0,1.0,7.0,5.0,4.0,10.0,2.0,3.0,7.0,8.0,6.0,7.0,6.0,6.0,1.0,0.0,1.0
Q13637,9.0,2.0,8.0,12.0,1.0,10.0,4.0,1.0,10.0,4.0,1.0,9.0,7.0,9.0,8.0,12.0,4.0,4.0,0.0,0.0
Q13639,8.0,2.0,10.0,10.0,3.0,8.0,4.0,3.0,9.0,14.0,3.0,8.0,10.0,14.0,11.0,16.0,10.0,11.0,3.0,4.0
Q13641,23.0,1.0,15.0,17.0,2.0,11.0,10.0,5.0,7.0,14.0,1.0,15.0,14.0,9.0,23.0,23.0,6.0,5.0,1.0,6.0
Q13642,11.0,0.0,16.0,8.0,1.0,18.0,6.0,0.0,37.0,3.0,1.0,13.0,11.0,8.0,14.0,5.0,15.0,5.0,0.0,1.0
Q13643,8.0,0.0,15.0,17.0,1.0,21.0,4.0,0.0,9.0,3.0,2.0,6.0,10.0,17.0,14.0,16.0,7.0,3.0,0.0,1.0
Q13651,20.0,5.0,24.0,35.0,8.0,35.0,12.0,8.0,17.0,38.0,3.0,20.0,34.0,20.0,16.0,57.0,26.0,13.0,1.0,3.0
Q13670,7.0,1.0,10.0,9.0,1.0,11.0,4.0,0.0,9.0,3.0,3.0,3.0,22.0,7.0,8.0,11.0,6.0,1.0,0.0,0.0
Q13671,35.0,3.0,12.0,53.0,2.0,52.0,11.0,2.0,16.0,16.0,4.0,5.0,59.0,39.0,43.0,45.0,24.0,16.0,0.0,3.0
Q13683,29.0,1.0,46.0,56.0,3.0,47.0,10.0,4.0,25.0,23.0,4.0,13.0,40.0,43.0,43.0,33.0,12.0,6.0,6.0,5.0
Q13685,9.0,0.0,22.0,34.0,1.0,13.0,2.0,1.0,9.0,8.0,1.0,3.0,13.0,11.0,8.0,14.0,13.0,6.0,1.0,0.0
Q13686,13.0,1.0,17.0,23.0,2.0,13.0,5.0,3.0,18.0,3.0,3.0,5.0,12.0,10.0,17.0,15.0,7.0,4.0,0.0,2.0
Q13698,36.0,5.0,46.0,107.0,20.0,55.0,14.0,18.0,68.0,46.0,17.0,35.0,65.0,37.0,54.0,55.0,34.0,19.0,5.0,13.0
Q13705,10.0,1.0,20.0,32.0,2.0,22.0,9.0,4.0,16.0,16.0,3.0,11.0,25.0,10.0,12.0,14.0,14.0,8.0,3.0,4.0
Q13724,32.0,0.0,19.0,32.0,0.0,38.0,5.0,0.0,14.0,6.0,2.0,3.0,32.0,16.0,27.0,25.0,10.0,7.0,1.0,1.0
Q13733,12.0,1.0,25.0,45.0,7.0,27.0,7.0,6.0,48.0,16.0,2.0,19.0,18.0,26.0,19.0,21.0,23.0,11.0,2.0,9.0
Q13740,11.0,0.0,22.0,36.0,3.0,20.0,6.0,7.0,34.0,12.0,4.0,24.0,13.0,17.0,14.0,31.0,15.0,10.0,2.0,6.0
Q13751,40.0,2.0,42.0,57.0,7.0,37.0,12.0,2.0,21.0,22.0,5.0,22.0,43.0,64.0,69.0,39.0,25.0,7.0,2.0,5.0
Q13753,39.0,3.0,60.0,51.0,2.0,43.0,10.0,7.0,31.0,22.0,4.0,48.0,41.0,60.0,55.0,58.0,24.0,12.0,1.0,3.0
Q13761,21.0,1.0,18.0,10.0,0.0,27.0,3.0,0.0,5.0,4.0,4.0,11.0,33.0,11.0,23.0,42.0,18.0,6.0,0.0,1.0
Q13765,14.0,0.0,8.0,28.0,0.0,7.0,0.0,3.0,16.0,6.0,3.0,8.0,8.0,17.0,7.0,15.0,15.0,8.0,0.0,0.0
Q13769,11.0,0.0,36.0,51.0,1.0,16.0,11.0,5.0,51.0,7.0,5.0,9.0,18.0,26.0,18.0,27.0,16.0,6.0,1.0,5.0
Q13772,11.0,2.0,25.0,48.0,2.0,15.0,8.0,6.0,45.0,14.0,8.0,28.0,28.0,35.0,19.0,44.0,23.0,8.0,2.0,7.0
Q13790,3.0,1.0,12.0,16.0,1.0,13.0,2.0,1.0,8.0,4.0,2.0,6.0,11.0,18.0,10.0,20.0,11.0,3.0,0.0,3.0
Q13794,5.0,1.0,1.0,3.0,3.0,3.0,0.0,1.0,6.0,6.0,1.0,3.0,4.0,3.0,5.0,3.0,2.0,1.0,0.0,0.0
Q13795,2.0,1.0,9.0,13.0,0.0,6.0,1.0,1.0,12.0,2.0,2.0,5.0,3.0,4.0,9.0,6.0,13.0,1.0,0.0,2.0
Q13796,125.0,20.0,87.0,124.0,24.0,109.0,50.0,17.0,79.0,95.0,9.0,19.0,162.0,82.0,120.0,169.0,71.0,42.0,17.0,20.0
Q13797,21.0,0.0,29.0,46.0,0.0,28.0,12.0,4.0,40.0,12.0,4.0,20.0,18.0,22.0,27.0,23.0,16.0,6.0,4.0,4.0
Q13813,126.0,0.0,130.0,202.0,5.0,35.0,12.0,4.0,112.0,15.0,6.0,57.0,21.0,123.0,66.0,81.0,56.0,14.0,1.0,9.0
Q13822,12.0,2.0,31.0,36.0,4.0,16.0,6.0,5.0,43.0,5.0,1.0,19.0,12.0,13.0,17.0,21.0,13.0,6.0,1.0,1.0
Q13823,21.0,1.0,31.0,64.0,4.0,19.0,7.0,7.0,71.0,8.0,3.0,28.0,22.0,31.0,39.0,35.0,23.0,17.0,2.0,3.0
Q13825,24.0,1.0,6.0,17.0,1.0,14.0,2.0,0.0,16.0,4.0,2.0,4.0,13.0,6.0,14.0,13.0,2.0,4.0,2.0,3.0
Q13829,4.0,1.0,15.0,16.0,2.0,13.0,3.0,1.0,19.0,8.0,1.0,9.0,5.0,11.0,17.0,15.0,11.0,0.0,0.0,4.0
Q13835,17.0,1.0,29.0,20.0,2.0,20.0,5.0,1.0,30.0,6.0,6.0,32.0,13.0,29.0,35.0,53.0,28.0,1.0,1.0,5.0
Q13838,6.0,0.0,25.0,31.0,2.0,12.0,6.0,0.0,25.0,4.0,1.0,12.0,6.0,11.0,16.0,8.0,6.0,7.0,0.0,3.0
Q13867,10.0,0.0,14.0,27.0,0.0,9.0,3.0,1.0,26.0,2.0,2.0,12.0,10.0,9.0,8.0,10.0,6.0,1.0,0.0,1.0
Q13868,7.0,0.0,8.0,22.0,2.0,10.0,4.0,1.0,15.0,9.0,6.0,3.0,8.0,9.0,14.0,5.0,8.0,2.0,0.0,0.0
Q13873,30.0,2.0,43.0,62.0,4.0,42.0,19.0,19.0,36.0,33.0,14.0,59.0,48.0,37.0,42.0,67.0,61.0,26.0,3.0,6.0
