ID,PTM_count,Phosphorylation_MSD,Glycosylation_MSD,Ubiquitination_MSD,SUMOylation_MSD,Acetyllysine_MSD,Palmitoylation_MSD,Hydroxylation_MSD,Methylation_MSD,Pyrrolidone_carboxylic_acid_MSD
Q9Y4D1,75,1,1,1,0,1,1,1,1,1
Q3SXM0,13,1,1,0,0,0,1,0,1,0
Q13409,36,1,1,1,1,1,0,1,1,0
Q9C098,49,1,1,1,1,1,1,0,1,1
Q8WVC6,6,1,0,1,0,1,0,0,0,1
Q96PH6,19,1,1,1,0,0,0,1,1,1
A6NHG4,7,1,1,1,0,0,0,0,0,0
Q8N687,8,1,1,0,0,0,0,1,0,0
Q9H2U1,57,1,1,1,1,1,0,1,1,1
Q96SC8,64,1,1,1,0,1,0,1,1,1
Q8NFT8,64,1,1,1,0,0,1,1,1,1
Q8N7S2,26,1,0,1,1,1,1,1,1,0
Q6XZF7,88,1,1,1,1,1,1,1,1,0
Q99543,48,1,1,1,1,1,1,0,1,1
Q14185,100,1,1,1,1,1,0,1,0,1
Q14129,1,1,0,0,0,0,0,0,0,0
Q8N2C3,15,1,1,1,1,0,1,1,0,1
Q8IZD9,72,1,1,1,1,1,1,1,1,1
Q8IXB1,22,1,1,1,1,1,0,0,0,1
Q9P2X0,2,0,0,0,0,0,0,0,1,1
P14138,18,1,1,0,0,0,1,1,1,0
P24530,29,1,1,1,0,1,1,1,0,1
Q9NYC9,134,1,1,1,1,1,1,1,1,1
P12724,7,1,1,0,0,0,0,0,0,0
Q8TE73,140,1,1,1,1,1,1,0,1,1
Q6RFH8,32,1,1,0,0,0,0,1,1,1
Q6ZN92,5,1,0,0,1,0,1,1,0,0
Q6B8I1,8,1,1,1,0,0,0,0,1,1
Q8N7M0,12,1,1,0,0,0,1,0,1,1
P06746,20,1,1,1,0,1,0,0,1,0
O00418,54,1,1,1,0,1,0,0,1,0
O75417,127,1,1,1,1,1,1,0,1,1
P61567,28,1,1,0,0,0,1,0,1,1
P41970,36,1,1,1,1,1,0,0,1,0
Q99613,51,1,1,1,1,1,0,0,1,1
P54753,58,1,1,1,1,1,1,1,1,1
P18146,99,1,1,0,1,0,1,1,1,1
Q9Y3B6,3,1,0,0,0,0,0,1,0,1
Q9Y262,24,1,1,1,0,1,0,0,0,1
Q9H6T0,53,1,1,1,1,1,1,1,1,1
Q6ZMW3,59,1,1,1,1,1,1,0,1,1
Q96C19,14,1,1,1,1,0,0,1,0,0
Q9UJM3,48,1,1,1,1,1,1,1,1,1
Q9H501,82,1,1,1,1,1,0,0,0,1
P0C7V4,46,1,1,1,0,1,0,1,1,1
O43414,14,1,0,1,0,1,0,1,1,1
Q5W0A0,56,1,1,1,1,0,0,1,0,1
Q9NV70,46,1,1,1,1,1,1,0,0,1
Q9BX63,88,1,1,1,1,1,1,1,0,1
O60645,23,1,1,1,1,1,1,0,1,1
Q86X53,40,1,1,1,0,1,0,1,0,1
A6NC97,17,1,1,0,1,1,0,0,0,1
Q70Z53,19,1,0,0,0,1,0,0,0,0
Q5T8I3,35,1,1,1,1,0,0,1,1,0
Q6P0A1,11,1,1,1,0,0,1,0,0,1
Q8WW52,15,1,1,1,1,0,1,0,0,0
Q96PV7,95,1,1,1,1,1,1,1,1,1
P0C2L3,17,1,1,1,0,0,1,0,0,1
A0A1B0GUQ0,9,1,1,1,0,0,1,0,1,0
Q4G148,20,1,1,1,0,1,0,1,1,0
P06734,31,1,1,1,1,0,1,1,1,1
O00602,17,1,1,1,1,1,0,1,0,1
P31513,13,1,1,0,0,1,0,0,1,0
Q5T1H1,164,1,1,1,1,1,0,1,1,1
Q9UGQ2,12,1,1,1,0,0,0,1,0,1
P02765,22,1,1,1,0,1,1,1,1,0
O14843,7,1,1,0,0,0,1,0,1,1
O14842,7,1,1,0,0,0,0,0,1,0
Q53RD9,32,1,1,1,0,1,1,1,1,1
Q6PIW4,47,1,1,1,1,1,1,1,1,1
O75879,26,1,1,1,0,1,1,1,1,1
Q99999,15,1,1,1,1,1,0,1,0,0
Q5VV16,42,1,1,1,1,1,1,1,1,0
A8MYZ6,57,1,1,1,0,1,0,1,1,0
Q8NGA4,7,1,1,0,0,0,1,0,0,1
Q10472,16,1,1,0,0,1,1,0,1,0
Q96JP0,25,1,1,1,1,1,0,0,1,1
Q8TET4,24,1,1,1,1,1,0,0,1,1
P53539,42,1,1,1,1,0,0,1,0,1
P30047,3,1,0,0,0,1,1,0,0,0
P62873,4,1,0,1,0,0,0,1,0,0
Q92616,85,1,1,1,1,1,1,1,1,1
Q02153,18,1,1,1,1,1,0,0,0,0
O14610,6,1,0,1,1,1,0,0,0,1
P19087,11,1,1,1,0,1,0,0,0,0
A6NC78,40,1,1,1,1,1,1,1,0,0
P56915,24,1,1,1,1,0,0,1,1,1
Q9H1H1,13,1,1,1,0,1,0,1,0,0
Q86UQ5,9,1,1,1,0,0,0,1,1,1
P16402,26,1,1,1,1,1,0,1,1,0
Q9H0R4,10,1,1,1,0,1,1,1,0,0
Q9UJ83,20,1,1,1,0,1,0,1,0,1
P09105,13,1,0,1,0,0,0,0,0,0
Q9C0E4,88,1,1,1,1,1,1,1,1,1
Q15486,2,0,0,0,0,1,0,0,0,1
P61296,12,1,1,1,1,0,0,0,1,0
Q8WYB5,191,1,1,1,1,1,0,1,1,1
Q7Z4H7,66,1,1,1,1,1,0,1,0,0
Q30201,9,1,1,1,0,0,0,0,0,1
P49773,8,1,0,0,0,1,0,0,1,1
O94927,28,1,1,1,1,0,1,0,1,1
Q86Z02,81,1,1,1,1,1,0,0,1,1
P14652,31,1,1,1,1,1,0,1,1,1
Q0VDF9,19,1,1,1,0,1,1,0,1,1
Q8IVU1,47,1,1,1,0,0,0,1,1,1
Q9UIJ7,16,1,1,1,0,1,0,1,0,0
Q96CB8,46,1,1,1,1,0,0,0,1,0
Q5VZ72,5,0,1,0,1,1,0,0,1,0
P26010,39,1,1,1,0,1,0,1,1,0
Q9UJP4,13,1,1,1,0,1,0,0,1,1
Q9NP60,34,1,1,1,1,1,0,0,1,0
Q2M1P5,71,1,1,1,1,1,0,1,1,1
O76015,28,1,1,1,1,0,1,1,0,0
Q9NSB2,60,1,1,1,1,1,1,1,1,1
Q9NR82,81,1,1,1,1,1,1,1,1,1
P60331,41,0,1,0,0,0,1,1,0,0
Q3LI60,3,0,0,0,0,0,1,0,0,0
O76014,25,1,1,1,1,1,1,1,1,0
Q96G42,35,1,1,1,0,0,1,0,1,1
A0A075B6H8,8,1,0,1,1,1,0,0,1,1
A0A087WW87,13,1,1,0,0,0,0,0,1,1
A0A0C4DH55,10,1,1,0,0,0,0,0,1,1
Q8IY47,12,1,1,1,1,1,0,0,0,0
Q96PE2,207,1,1,1,0,1,0,1,1,1
Q9NZ32,13,1,1,1,0,1,0,0,0,0
P18848,32,1,1,1,1,1,0,0,0,0
P59826,13,1,1,0,1,1,1,0,1,1
Q8N3I7,17,1,1,1,0,1,0,0,1,0
Q9H6U6,79,1,1,1,1,1,0,1,1,1
Q9NXR7,11,1,1,0,0,1,0,1,0,1
Q5VTR2,66,1,1,1,1,1,1,1,1,1
Q6PGQ7,65,1,1,1,1,1,1,1,1,1
P54687,11,1,1,0,1,1,1,0,1,0
Q9HA72,8,1,1,1,0,0,1,0,0,1
A8MX76,26,1,1,1,1,1,1,1,1,1
Q9NRR3,7,1,0,1,0,0,1,0,0,0
Q86VP6,32,1,1,1,1,1,0,0,1,1
Q6ZMU1,10,1,1,1,0,0,1,1,0,1
Q8NAE3,4,0,1,1,0,0,0,0,1,1
Q9BXJ0,16,1,0,1,1,0,0,1,0,0
Q8IZS8,36,1,1,1,1,1,0,1,1,0
Q9HBT6,27,1,1,1,1,0,0,1,0,1
Q14444,66,1,1,1,0,0,0,1,1,1
Q07021,24,1,1,1,1,0,1,1,1,0
Q4VC31,11,1,1,0,1,1,1,1,0,0
Q9NS85,14,1,1,1,0,1,0,0,0,1
O75976,80,1,1,1,1,1,1,1,1,0
D6REC4,33,1,1,1,0,1,1,1,1,0
O00257,63,1,1,1,1,1,0,1,1,0
P05156,19,1,1,0,1,1,1,1,1,0
Q5ZPR3,27,1,1,1,0,0,1,1,1,1
B1AMM8,5,1,0,0,0,0,0,0,1,1
Q96ST8,58,1,1,1,1,0,0,1,1,1
P09564,19,1,1,0,0,0,1,1,1,1
Q96NF6,14,1,1,0,0,0,1,0,1,1
Q8IV13,25,1,1,0,0,0,1,1,0,1
Q8N6Q3,17,1,1,0,0,1,1,1,1,1
Q96BR5,8,0,1,1,0,0,0,0,0,0
Q8N137,67,1,1,1,1,1,0,1,1,1
Q9BZ76,54,1,1,1,1,1,1,1,1,1
Q9UIV1,13,1,1,1,1,0,0,1,0,1
Q96A22,18,1,1,1,0,0,1,1,0,0
Q86VU5,6,0,1,1,0,0,1,0,1,1
Q15846,14,1,1,1,0,1,0,0,1,0
P21554,15,1,1,1,0,0,1,0,1,1
Q5K130,7,1,1,1,0,1,0,0,0,0
Q0P5P2,3,0,0,1,0,0,0,1,0,1
A8MU93,15,1,1,1,1,0,0,0,1,1
P07315,5,1,1,1,0,1,0,0,0,0
Q96D53,24,1,1,1,0,1,0,0,1,1
O43812,15,1,0,1,0,0,0,1,1,1
Q9H4M9,26,1,1,1,1,1,1,1,0,0
P20827,7,1,1,1,0,1,1,0,0,0
Q1W209,12,1,0,0,0,0,0,0,1,1
Q6NT32,14,1,1,1,0,1,1,0,1,0
Q8NCA5,43,1,1,1,1,1,1,1,1,1
O00748,17,1,1,1,0,1,0,0,1,1
A8MWA6,46,1,1,1,0,1,0,1,1,1
Q6NZ36,8,1,1,0,0,0,0,0,1,0
A6NL05,19,1,1,1,0,1,1,0,0,1
P41161,32,1,1,1,1,1,0,0,1,0
Q9Y282,11,1,1,1,1,1,0,0,0,0
Q96LP2,25,1,1,1,1,1,0,0,0,1
Q68DA7,149,1,1,1,1,1,1,1,1,1
Q8TES7,106,1,1,1,1,1,1,0,1,1
Q9UK73,14,1,1,1,0,1,0,0,0,1
Q9UKT4,35,1,1,1,0,1,1,1,0,0
P11413,21,1,1,0,1,1,1,0,1,0
Q2WGJ9,83,1,1,1,1,1,0,1,1,1
Q8N3F9,18,1,1,0,0,0,0,1,1,1
Q6PJQ5,23,1,1,1,1,0,0,0,0,0
Q6Y7W6,109,1,1,1,1,1,0,1,1,1
O60609,15,1,1,0,0,0,1,1,0,0
O95390,25,1,1,1,1,1,1,1,1,0
Q99684,39,1,1,1,1,1,1,1,1,0
P63096,11,1,1,1,1,1,1,0,0,0
Q9HD26,30,1,1,1,0,1,1,1,0,0
P46926,9,1,0,1,0,1,0,1,0,0
A0A0U1RQE8,20,1,1,1,1,1,1,1,0,0
Q5T848,85,1,1,1,1,1,1,0,1,1
O60234,8,1,0,0,1,1,1,0,0,1
Q13227,19,1,1,0,1,0,0,1,1,1
P13224,14,1,1,0,0,0,1,1,1,0
Q13439,153,1,1,1,1,1,0,1,1,1
A4D2P6,105,1,1,1,1,1,1,1,1,1
Q9GZN0,19,1,1,0,0,0,0,1,1,1
Q86UP8,48,1,1,1,1,1,1,0,1,1
Q15835,26,1,0,1,0,1,0,1,1,1
Q8IUE6,9,1,0,1,0,1,0,1,1,0
Q75WM6,33,1,1,1,1,1,0,1,1,1
Q5VWC8,3,0,1,0,0,0,0,0,0,1
P31267,22,1,1,1,0,0,0,0,1,1
P01767,2,1,0,0,0,0,1,0,0,0
Q96D96,13,1,1,1,0,1,0,1,0,1
P01743,7,1,0,1,0,0,1,0,0,1
P01764,6,1,1,0,0,0,1,0,0,1
Q96QI5,19,1,1,1,0,1,0,1,1,0
Q58FG0,14,1,1,1,1,1,1,0,0,0
P01824,4,0,0,0,0,0,1,0,1,1
Q9BYM8,21,1,1,1,1,0,1,1,0,1
P63241,5,0,1,1,1,1,0,0,0,0
P08238,36,1,1,1,0,1,0,0,1,1
A6NMD0,22,1,1,1,0,1,1,1,0,0
P52597,19,1,1,1,1,1,0,0,0,0
O14979,39,1,1,1,0,1,0,0,1,1
P05013,2,1,0,1,0,0,0,0,0,0
Q9H2S9,47,1,1,1,1,1,0,1,1,0
O14920,36,1,1,1,1,0,1,0,1,1
Q13261,29,1,1,1,0,0,1,1,0,1
Q6EBC2,9,1,1,0,0,1,1,0,0,0
P0DOY2,18,1,1,1,0,0,1,1,0,1
A0A1B0GVH7,27,1,1,1,1,1,0,0,0,0
Q7Z3Y7,28,1,1,1,1,1,1,1,0,1
P78413,34,1,1,1,1,0,1,1,1,1
P19013,52,1,1,1,1,1,1,0,1,1
O95235,63,1,1,1,1,1,0,0,1,1
Q9NZS2,17,1,1,0,0,1,1,0,0,1
P01130,35,1,1,1,0,0,0,1,1,0
Q8IZD2,209,1,1,1,1,1,0,1,1,1
Q93100,49,1,1,1,1,1,0,0,0,1
P06315,10,1,1,0,0,0,0,0,1,1
Q96JJ3,40,1,1,1,1,1,0,1,0,1
Q9UBQ5,9,1,0,1,0,1,0,0,0,0
Q05215,45,1,1,1,1,0,1,1,1,0
P41567,7,1,1,0,0,0,1,0,0,1
O76042,9,0,1,0,0,1,1,1,0,0
O94905,21,1,1,1,0,0,0,0,1,1
Q8NE31,44,1,1,1,1,1,1,1,0,0
Q8TC56,56,1,1,1,0,1,1,1,1,1
P0C7U9,16,1,1,1,0,1,0,0,0,1
Q5TZK3,14,1,0,1,0,1,1,0,0,0
Q00597,16,1,0,1,0,1,1,0,0,1
Q6ZRV2,113,1,1,1,1,1,0,1,1,1
O15360,49,1,1,1,1,1,1,0,0,1
Q8TBP5,19,1,1,1,0,0,1,1,1,0
Q9UPT5,44,1,1,1,1,1,0,1,1,1
Q8N2X6,11,1,1,1,0,0,0,1,1,1
Q17R55,15,1,1,1,1,0,1,0,0,1
P78312,114,1,1,1,1,1,0,1,1,0
Q5RKV6,12,1,1,0,0,0,1,1,1,0
Q6PEV8,39,1,1,1,0,0,0,0,1,1
F5H4B4,33,1,1,1,1,1,1,0,0,1
Q96M60,18,1,1,1,1,1,1,0,1,1
A0A1B0GV22,9,1,1,1,0,0,1,0,1,0
P0DP71,10,1,1,1,0,0,1,0,1,0
Q53EP0,60,1,1,1,1,1,1,1,1,1
Q96PJ5,29,1,1,1,1,0,1,1,1,1
P28799,43,1,1,1,1,0,0,1,1,1
A5D6W6,10,1,0,0,0,0,1,1,1,1
Q15007,40,1,1,1,1,1,0,0,1,0
Q9UKT5,17,1,1,1,0,0,1,1,1,1
Q9NVK5,16,1,1,1,0,0,1,0,0,0
Q9BXU8,7,1,1,1,0,0,0,0,0,1
P12034,17,1,1,0,0,1,0,1,1,0
P0C091,97,1,1,1,1,1,1,1,1,1
P35575,9,1,1,0,0,0,0,1,0,1
Q9NXK8,9,1,1,0,0,0,0,1,0,0
Q9BQS8,83,1,1,1,0,1,1,1,0,1
Q5TBA9,121,1,1,1,1,1,1,1,1,1
O43638,44,1,1,1,0,0,0,1,1,1
Q8NCL4,21,1,1,1,0,1,0,0,1,1
Q9HBQ8,12,1,0,1,0,0,1,1,1,1
Q9H3P7,36,1,1,1,0,1,1,1,1,0
P60520,7,1,0,1,0,1,0,0,1,0
Q4V328,57,1,1,1,1,1,0,0,0,1
P0CJ92,36,1,1,1,1,1,1,0,1,0
Q9NPR9,32,1,1,1,0,1,1,0,1,1
P11488,10,1,1,1,0,1,0,0,0,0
Q16538,42,1,1,1,0,1,0,1,1,1
Q6NUI2,36,1,1,1,1,1,1,0,0,1
Q9UI32,31,1,1,1,0,1,0,0,1,0
Q9P107,95,1,1,1,0,1,1,1,1,0
P23415,21,1,1,1,1,1,0,1,0,1
P56199,56,1,1,1,1,1,1,1,1,0
Q9UPP5,125,1,1,1,1,1,0,0,1,1
P51674,12,1,1,1,0,1,1,0,0,0
Q13387,88,1,1,0,0,0,0,1,1,0
Q9Y283,69,1,1,1,1,1,0,1,1,1
P46091,4,1,1,0,0,0,1,0,0,0
O15354,40,1,1,1,0,0,1,1,1,1
Q96PQ7,26,1,1,1,1,1,0,0,1,1
Q16836,27,1,1,1,1,1,0,0,0,1
Q71DI3,27,1,0,1,0,1,1,0,1,0
P28161,9,1,0,1,1,1,0,0,0,0
Q7RTV2,8,1,0,0,0,1,0,0,1,0
Q99879,23,1,1,1,0,1,0,1,1,1
O60443,23,1,1,1,1,0,1,0,0,1
Q9UBN7,61,1,1,1,1,1,0,0,1,1
Q6ISB3,36,1,1,1,1,1,0,0,1,1
P42263,29,1,1,1,0,1,1,0,1,1
Q6ZVF9,85,1,1,1,0,1,1,1,1,0
P48058,31,1,1,1,0,1,1,0,0,1
Q9P035,13,1,1,1,1,0,0,1,0,1
Q8IV36,43,1,1,1,0,1,1,0,1,1
A4D0S4,93,1,1,1,1,1,1,1,1,1
P08397,15,1,1,1,0,0,0,0,1,0
Q5T8I9,9,1,1,0,0,1,1,0,0,0
Q15034,31,1,1,1,1,1,1,0,1,0
P01854,30,1,1,0,0,0,0,1,0,1
P27930,14,1,1,0,1,1,1,0,0,0
Q9UHF5,14,1,1,0,1,0,1,1,0,1
P01584,13,1,1,1,1,1,0,1,0,0
P01876,33,1,1,0,0,1,0,1,0,0
P29460,13,1,1,1,1,0,1,0,0,1
Q6UWQ7,4,1,0,0,0,0,0,1,0,0
P01860,41,1,1,1,0,1,0,1,0,0
Q14626,20,1,1,1,0,0,1,1,0,1
B1ANH7,10,1,1,0,0,1,0,0,1,0
P18564,43,1,1,1,0,1,1,1,1,1
Q9HCI6,28,1,1,0,1,1,0,1,1,1
Q04695,27,1,1,1,0,1,0,0,1,1
P05412,32,1,1,1,1,1,0,1,0,0
P78385,33,0,1,1,1,1,1,1,1,0
O75164,68,1,1,1,1,1,1,1,1,1
Q9H008,12,1,1,1,1,1,0,1,0,0
Q6P5S2,13,1,1,1,0,1,0,1,0,1
Q5T7P2,27,1,1,0,0,0,1,1,0,1
Q5TA79,30,1,1,0,0,0,1,1,0,1
Q8IWV1,50,1,1,1,0,0,1,1,0,1
Q5T700,14,1,1,1,0,0,1,1,0,1
A6NHZ5,19,1,1,1,0,1,0,0,0,1
Q8N456,12,1,1,0,1,1,0,0,1,0
Q8IWT6,39,1,1,1,1,1,0,1,0,1
Q9Y2L9,45,1,1,1,1,1,0,1,1,1
P48449,12,1,1,1,0,1,1,0,1,1
Q8IV03,29,1,1,1,0,1,0,1,1,0
O75019,34,1,1,1,0,1,1,1,1,1
Q717R9,15,1,1,1,0,0,1,1,0,0
Q7L014,62,1,1,1,1,1,0,1,1,1
Q9NUI1,16,1,1,1,0,1,0,0,0,1
Q30KR1,1,0,1,0,0,0,0,0,0,0
Q5HYR2,13,1,1,1,0,0,1,1,0,1
Q9Y2H0,121,1,1,1,1,1,0,1,1,1
Q86SQ9,8,1,1,1,0,1,0,0,0,1
Q96HU8,13,1,0,1,1,1,0,1,0,1
Q9UBP4,22,1,1,1,1,0,0,1,0,0
Q9UBT3,12,1,1,0,0,1,1,1,1,1
Q9BTV6,15,1,1,1,0,1,1,0,1,1
O94907,15,1,1,0,0,1,1,1,1,0
Q4G0W2,9,1,1,0,0,1,0,1,1,1
P20800,9,1,0,1,0,0,0,1,0,1
P0CJ90,36,1,1,0,0,0,0,1,1,1
O75319,29,1,1,1,0,1,1,1,1,1
A8MWY0,48,1,1,1,1,1,1,1,1,1
Q6UXG2,46,1,1,1,0,1,1,1,0,1
Q99814,56,1,1,1,1,1,0,1,1,1
Q9H2F5,69,1,1,1,1,1,1,1,1,1
Q9HB65,20,1,1,1,0,1,0,0,1,1
O00303,30,1,1,0,0,1,0,1,0,1
Q17RN3,18,1,1,1,1,0,1,1,1,1
Q56NI9,46,1,1,1,1,1,0,0,0,0
P07992,20,1,1,1,1,1,0,1,1,1
Q9BS26,12,1,1,1,1,1,0,0,1,0
Q86YD7,50,1,1,1,1,0,0,1,1,0
Q92520,13,1,1,1,1,1,0,1,1,1
Q96CN4,56,1,1,1,1,1,0,1,1,1
Q9Y2M0,52,1,1,0,1,1,1,1,1,0
Q5T9C2,37,1,1,1,1,0,0,0,1,0
Q96KR6,4,0,1,0,0,1,0,1,1,0
Q7L5A3,50,1,1,1,0,0,0,1,0,1
Q4G0N7,11,1,1,1,0,0,0,1,0,0
O60825,26,1,1,1,0,1,0,0,0,0
Q99645,24,1,1,1,1,1,0,0,1,0
Q6P179,27,1,1,1,1,1,0,0,1,1
Q8N8J7,9,1,1,1,0,0,1,0,0,0
Q0JRZ9,66,1,1,1,1,1,1,0,1,0
Q9UGM5,20,1,1,1,1,0,1,0,1,1
Q9UBX5,16,1,1,0,0,0,0,1,1,1
P49789,8,1,1,0,1,1,0,0,0,0
P04066,12,1,1,1,1,0,0,0,0,1
Q5T0N5,37,1,1,1,1,1,0,0,1,1
P62685,42,1,1,1,1,1,1,0,1,1
Q9H3C7,32,1,1,1,1,1,1,1,0,1
I3L273,73,1,1,1,0,0,1,1,1,1
Q14749,10,1,0,0,0,1,0,1,0,1
P01148,5,1,0,0,0,0,1,0,0,1
P47870,24,1,1,1,1,1,0,0,1,1
P60983,8,1,0,0,1,1,1,0,0,1
Q5SZD4,15,1,1,1,0,1,1,0,0,1
Q2TAP0,17,1,1,1,0,1,1,0,1,1
Q99680,15,1,1,1,0,1,1,0,0,1
Q9NRJ2,18,1,1,0,0,0,1,0,1,0
O43824,25,1,1,1,1,1,0,0,1,1
Q13442,25,1,0,1,0,1,0,1,1,0
Q58FF8,20,1,1,1,1,1,0,0,0,0
P49639,31,1,1,1,1,1,0,1,1,0
P01817,2,0,1,0,0,0,0,0,0,1
P0DP04,3,1,0,0,0,0,0,0,0,1
P0DP06,4,0,0,0,0,0,0,0,1,1
A0A0B4J1X5,8,1,0,0,0,0,1,0,0,1
Q8WVV9,40,1,1,1,1,1,0,1,1,1
Q9NZL4,21,1,1,1,0,0,0,1,1,1
Q8IWL3,10,1,1,1,0,1,0,0,0,0
P0CJ73,5,1,1,0,0,0,1,0,1,0
O97980,6,1,0,1,1,0,1,0,0,0
Q71H61,82,1,1,1,1,1,1,1,1,1
Q6B9Z1,13,1,1,1,0,0,0,1,0,0
P38919,23,1,1,1,1,1,0,0,0,0
Q9NX55,9,1,1,1,1,0,0,0,0,0
O00505,17,1,1,1,0,0,0,0,0,0
Q5DT21,4,0,0,0,0,1,1,0,0,1
P15884,68,1,1,1,1,1,0,1,1,1
A6NMK8,56,1,1,1,1,0,1,1,0,1
Q9P2G3,20,1,1,1,0,1,0,1,0,0
P55103,12,1,1,1,1,0,1,0,0,1
Q96J84,44,1,1,1,1,1,0,1,1,1
P78415,42,1,1,1,1,0,0,1,1,1
Q8NB78,45,1,1,1,1,1,0,1,1,1
Q8NEP7,18,1,1,0,1,1,1,1,1,0
P78508,21,1,1,1,1,1,0,0,0,1
Q07666,69,1,1,1,1,1,0,1,1,1
Q9BYQ3,35,1,1,0,0,0,1,1,0,0
Q9NS86,13,1,1,0,1,1,0,0,0,1
Q9BZL6,62,1,1,1,1,1,1,1,1,0
Q05315,6,1,1,0,1,1,0,0,0,0
Q8IYG6,51,1,1,1,0,1,0,1,1,0
Q8IUZ0,30,1,1,1,0,1,1,1,0,1
Q86VH4,29,1,1,0,0,0,0,1,0,1
O14520,17,1,1,0,1,1,0,0,1,1
Q92482,7,0,1,1,0,0,1,0,1,1
Q86WG3,26,1,1,1,0,1,0,0,0,0
Q9P1U1,19,1,1,0,0,1,0,1,0,1
Q9H765,6,1,1,1,0,0,0,0,1,0
Q9NX76,12,1,1,1,0,0,1,1,0,1
Q14028,94,1,1,1,1,1,0,1,0,1
Q5SYC1,16,1,1,1,0,1,0,0,1,1
O43734,36,1,1,1,0,1,0,0,1,0
Q7Z7G1,30,1,1,1,0,1,0,1,1,1
Q92905,13,1,1,1,0,1,0,0,1,1
Q14993,128,1,1,1,1,1,0,1,1,1
Q96A23,22,1,0,1,1,1,0,0,1,0
P04118,3,0,1,0,0,0,0,0,1,0
Q96N68,7,1,1,1,0,0,0,1,0,1
Q8N1L4,9,1,1,1,0,0,1,0,1,1
Q8WTU0,20,1,1,1,0,1,1,0,0,0
O95822,22,1,1,1,1,1,0,1,1,1
O43143,24,1,1,1,1,1,0,0,1,1
P15924,165,1,1,1,1,1,1,1,1,1
Q8IYX4,25,1,1,1,0,1,1,1,1,1
Q9H3Z4,31,1,1,1,0,1,1,1,0,0
P49917,29,1,1,1,1,1,0,0,1,1
Q9UPY3,93,1,1,1,1,1,0,1,1,1
Q8NCG7,22,1,0,0,0,1,1,1,1,1
Q9Y5T4,12,1,0,1,0,1,0,0,1,0
Q9NVM6,27,1,0,1,0,1,0,0,1,1
Q9UK85,18,1,1,1,0,1,0,0,0,1
Q99956,27,1,1,1,0,0,1,1,1,1
Q6UX65,5,1,1,0,0,0,0,0,0,1
Q96G04,15,1,1,1,1,1,0,0,0,0
Q12967,65,1,1,1,0,0,0,1,1,1
P42892,47,1,1,1,0,1,1,1,1,1
Q03001,352,1,1,1,1,1,0,0,1,1
Q5VTE0,28,1,1,1,1,1,0,0,1,1
Q99527,16,1,1,0,0,0,0,0,1,1
Q9Y3R5,107,1,1,1,1,1,1,1,1,1
P56851,4,1,0,1,0,0,0,0,0,1
Q9BXX0,73,1,1,1,1,1,1,1,1,1
Q8N336,10,1,1,1,1,1,1,0,1,0
Q9UM22,13,1,1,1,1,0,1,1,0,1
Q96C92,37,1,1,1,1,1,0,1,0,0
Q8NCI6,28,1,1,1,1,1,1,0,1,1
Q8TB36,21,1,1,1,0,1,0,0,0,1
Q14549,43,1,1,1,0,1,0,1,1,1
Q8WZA8,4,1,0,0,0,0,0,1,0,0
O95528,16,1,1,0,0,0,1,1,1,1
Q8IXQ5,22,1,1,1,1,1,0,0,0,0
Q9Y450,42,1,1,1,1,1,0,0,1,1
Q6FI13,9,1,0,1,0,1,0,0,1,0
Q3ZCU0,4,1,1,1,0,1,0,0,0,0
Q92993,28,1,1,1,1,1,1,1,0,0
Q8WTQ7,20,1,1,1,1,1,0,0,0,0
P16401,37,1,1,1,1,1,0,1,1,0
A8MVS5,31,1,1,0,0,0,1,1,1,1
Q96MB7,15,1,1,1,1,0,1,1,0,0
P12081,22,1,0,1,1,1,1,1,1,0
C9JL84,49,1,1,0,1,1,1,0,1,0
Q5U5R9,36,1,1,1,1,1,1,1,1,1
O43365,58,1,1,1,0,1,0,1,1,1
Q00056,32,1,1,1,0,0,0,1,1,1
A6NFD8,16,1,1,1,0,1,0,0,1,0
A0A0J9YXX1,5,0,0,1,0,0,1,0,0,1
P01742,8,1,0,1,0,0,1,0,0,1
A0A0B4J1X8,3,1,0,0,0,0,0,0,0,1
P0DMV9,28,1,1,1,0,1,0,1,1,0
P54868,32,1,1,1,1,1,0,0,1,1
Q86SU0,51,1,1,1,0,1,1,1,1,1
P05114,18,1,0,0,1,1,0,1,1,0
P13747,20,1,1,1,0,1,0,0,1,1
P55010,46,1,1,1,1,1,1,1,0,0
Q9NZI8,38,1,1,1,1,0,0,1,1,0
Q9P0M4,8,1,1,0,0,0,1,0,1,0
O00629,19,1,1,1,0,0,0,1,0,0
Q6NXR0,30,1,1,1,1,1,0,0,1,0
P60568,2,0,1,0,0,0,1,0,0,0
P0DOY3,17,1,1,1,0,0,1,1,0,1
P05155,51,1,1,0,1,0,0,0,0,0
Q9NRM6,23,1,1,0,0,1,1,0,0,1
Q6ZMJ4,14,1,1,1,0,0,0,1,0,1
P24394,66,1,1,1,1,0,1,1,0,1
Q8WUF5,109,1,1,1,0,0,0,1,1,1
Q96CN7,8,1,1,0,0,1,0,1,1,0
Q96MA6,12,1,1,1,0,1,1,0,0,0
O15397,28,1,1,1,1,1,1,0,0,1
P08779,42,1,1,1,1,1,1,1,1,1
Q9H160,14,1,1,1,1,1,0,0,0,1
P26440,11,1,1,1,1,1,0,0,0,1
Q9UM21,11,1,1,1,1,1,0,0,0,1
