ID,PTM_count,Phosphorylation,Glycosylation,Ubiquitination,SUMOylation,Acetyllysine,Palmitoylation,Hydroxylation,Methylation,Pyrrolidone_carboxylic_acid
Q6VMQ6,156,64,68,6,3,4,0,0,8,3
Q86V48,128,84,16,12,2,6,0,3,4,1
A0A087WSX0,9,5,1,2,0,0,0,0,0,1
A0A075B6I7,11,4,1,2,0,1,0,0,2,1
Q86YW9,108,55,15,9,6,2,2,4,8,7
Q13257,8,5,0,0,0,1,0,0,0,2
O43318,51,22,22,3,0,1,0,1,2,0
Q9Y4F3,94,48,17,8,1,9,2,8,1,0
Q86UL8,130,57,25,11,5,7,0,11,10,4
P25205,50,34,6,5,0,2,0,0,1,2
A6NNE9,38,15,2,1,0,0,3,14,1,2
Q9UNF1,63,21,20,7,0,8,1,1,5,0
Q9H7P6,28,9,5,1,0,0,3,9,1,0
Q9NPA3,12,5,1,2,0,1,1,2,0,0
O75444,43,17,7,1,2,3,0,10,1,2
Q15406,32,19,3,1,0,3,1,3,0,2
Q9H1L0,15,4,0,0,0,0,4,4,1,2
Q9GZQ8,7,1,2,1,0,1,0,1,0,1
P21741,4,1,0,0,0,1,1,1,0,0
Q8TD08,36,19,3,7,1,0,1,0,3,2
Q08431,15,5,4,3,0,1,1,1,0,0
Q14728,16,6,2,1,1,0,1,2,0,3
Q9NZW5,26,12,4,7,0,2,0,0,0,1
Q96LB2,11,4,5,0,0,1,0,0,0,1
Q96KJ4,26,9,12,0,0,0,0,0,3,2
O14511,108,47,22,2,4,1,5,20,5,2
Q8NGL4,3,0,1,0,0,1,0,0,0,1
O43749,2,0,1,1,0,0,0,0,0,0
Q8NGD2,4,1,2,0,0,1,0,0,0,0
A3KFT3,4,1,2,0,0,0,1,0,0,0
Q7RTZ1,17,5,5,2,1,1,1,0,2,0
P41586,17,9,6,1,0,0,0,0,0,1
Q9Y5F9,37,16,10,2,2,4,1,0,1,1
P42785,17,3,9,1,0,3,0,0,0,1
Q8IWS0,37,25,3,3,0,3,0,2,0,1
P0DJD9,7,4,0,0,0,1,1,0,1,0
Q7Z412,11,6,2,2,0,0,0,0,1,0
P62195,18,6,4,5,1,1,0,1,0,0
Q96PU8,26,11,8,2,1,0,0,0,3,1
Q13610,33,23,2,4,0,1,1,0,0,2
Q92878,60,20,6,15,7,6,0,0,1,5
Q8NHQ8,25,14,0,7,1,2,0,0,1,0
Q5R372,41,26,7,5,2,0,0,0,0,1
Q9BUV8,2,0,0,0,1,1,0,0,0,0
P43487,16,10,1,2,1,1,0,0,0,1
Q8IYV9,13,3,5,2,1,2,0,0,0,0
Q68EN5,34,15,4,0,0,0,0,7,4,4
Q9NSK0,58,35,4,7,0,4,0,0,3,5
O43448,23,3,2,2,0,0,2,8,5,1
Q12809,77,51,13,2,2,0,0,6,2,1
Q92764,38,16,4,2,1,1,1,10,3,0
Q3SY46,14,1,1,0,0,0,4,4,4,0
P46019,53,28,9,5,3,2,3,2,0,1
A0A0C4DH69,8,2,2,0,0,0,1,0,1,2
Q8NGD4,1,0,1,0,0,0,0,0,0,0
Q9UHY1,36,20,10,0,3,1,0,0,0,2
Q96R27,2,1,1,0,0,0,0,0,0,0
P47888,5,2,1,0,0,1,0,0,0,1
Q9BXS6,53,35,6,3,1,2,0,0,6,0
Q8NGK9,2,0,1,0,0,1,0,0,0,0
A6NH00,6,0,3,0,0,1,2,0,0,0
P46459,24,10,2,6,3,1,0,0,0,2
Q8NGN7,3,0,1,0,1,0,1,0,0,0
Q8NG77,3,0,1,0,0,2,0,0,0,0
B2RN74,7,0,3,2,0,0,1,0,0,1
Q8WWZ8,13,3,5,0,0,2,0,0,2,1
Q9UGF7,2,0,2,0,0,0,0,0,0,0
P12694,20,9,3,5,0,0,0,0,3,0
Q9BXW6,48,31,5,5,1,3,0,0,0,3
Q96RD6,48,13,11,8,4,3,0,7,1,1
P39877,6,0,0,0,0,1,1,1,2,1
Q9NV79,17,9,2,3,0,2,0,0,1,0
P30101,28,12,1,6,2,6,1,0,0,0
O43933,47,22,7,3,3,7,0,1,1,3
Q07326,2,0,2,0,0,0,0,0,0,0
Q9H300,17,6,1,1,1,2,1,1,2,2
Q8NEB5,4,0,0,1,0,0,0,0,1,2
Q8IY17,78,45,11,6,0,5,0,4,4,3
A0A0J9YXQ4,28,13,5,5,0,0,1,1,2,1
O75051,75,29,21,7,1,7,0,2,3,5
Q5H9R7,77,40,16,5,4,1,2,5,1,3
Q9NP85,26,12,4,1,4,1,1,0,2,1
Q9NNZ6,18,9,1,3,0,0,1,3,1,0
Q9UKN5,31,18,6,0,1,1,1,2,1,1
Q9BQI7,57,42,3,5,1,5,1,0,0,0
P18433,51,15,27,0,5,1,0,0,0,3
Q9UL46,11,4,0,1,2,2,1,1,0,0
Q4JDL3,28,20,4,2,0,2,0,0,0,0
Q8N2H3,20,9,3,3,0,1,1,0,3,0
O00391,43,14,11,8,1,3,1,1,2,2
Q8N0Z8,15,8,0,1,0,0,0,3,2,1
Q9Y3P9,62,35,9,8,2,4,1,0,1,2
P20936,50,18,15,8,3,2,1,2,1,0
Q8WXF3,13,8,0,0,0,0,4,0,1,0
Q9P0K7,84,49,6,14,2,5,1,3,3,1
P11234,16,4,2,4,0,2,2,0,1,1
Q9H6H4,18,13,0,2,0,0,0,1,2,0
P61026,12,4,2,0,0,1,2,0,3,0
Q09028,16,8,4,1,0,3,0,0,0,0
Q92804,91,37,7,3,0,2,0,3,39,0
Q9NS39,57,34,1,9,0,4,0,5,4,0
Q14498,26,17,1,3,1,1,0,1,2,0
P20336,11,5,2,1,0,1,0,1,1,0
O60671,11,4,3,0,0,2,0,1,1,0
Q86U06,25,8,8,2,2,2,0,1,1,1
P57052,17,11,3,0,0,1,0,0,1,1
O43665,19,11,0,4,1,0,1,2,0,0
Q9Y3P4,17,7,4,1,0,0,0,1,2,2
Q8TEB9,12,6,2,0,0,1,0,1,0,2
Q15669,5,2,0,1,0,0,2,0,0,0
Q9NPQ8,26,14,3,1,0,3,0,0,1,4
Q12756,89,55,12,9,2,4,0,2,2,3
Q5JUK3,72,29,14,6,0,8,1,7,2,5
P05129,45,30,3,2,0,1,0,8,1,0
Q6ZWJ8,128,13,7,1,0,0,0,105,1,1
Q15773,14,13,0,0,0,0,0,1,0,0
O60462,58,28,17,3,1,2,1,1,2,3
Q9NZB8,28,12,1,4,0,3,1,1,2,4
Q96C03,22,11,1,2,0,0,2,0,3,3
P43246,30,8,8,6,3,2,0,0,2,1
O75439,15,3,4,1,0,6,1,0,0,0
Q9ULH7,118,45,48,13,6,1,0,0,1,4
Q9HCI7,57,18,21,4,2,1,4,3,4,0
Q13875,29,15,0,1,1,1,0,1,5,5
P49959,48,28,8,3,0,5,0,0,4,0
Q9Y5S2,88,39,10,24,4,4,0,2,3,2
P36021,19,8,2,2,1,0,1,0,1,4
Q8WZ82,8,2,0,2,0,0,1,0,1,2
Q8N6M0,13,3,2,6,0,0,1,0,0,1
Q86VD9,19,3,5,0,1,1,2,0,1,6
P60510,11,6,1,2,0,0,0,0,1,1
O14830,42,28,4,3,0,3,1,1,2,0
O75688,34,22,4,2,4,2,0,0,0,0
Q99575,56,32,7,5,0,3,1,0,3,5
Q9UPG8,28,9,7,3,3,2,2,0,2,0
Q9H4M7,99,68,6,4,0,4,1,1,13,2
P53816,10,1,0,1,1,4,0,2,0,1
Q9HAU0,92,53,12,11,2,9,2,0,2,1
Q9Y2H5,128,85,8,13,2,5,1,3,9,2
Q9UL19,7,1,1,1,1,0,1,1,0,1
Q96KN8,25,10,2,10,0,1,0,1,1,0
O75364,33,22,8,0,0,0,0,3,0,0
P51178,25,16,1,3,0,3,1,0,1,0
Q14997,37,11,10,4,1,8,0,2,0,1
Q02127,25,9,3,9,1,3,0,0,0,0
Q7RTV5,15,5,4,0,0,0,0,3,1,2
Q9BZE2,14,5,5,3,0,0,1,0,0,0
P0DJD4,65,46,0,1,1,5,0,4,8,0
Q9BTL3,9,3,1,1,0,0,0,2,2,0
O95072,26,10,2,2,2,0,0,5,3,2
Q8WXH6,18,7,1,2,0,2,1,4,0,1
Q8NC74,83,58,9,5,1,1,0,5,3,1
Q8TDY2,93,58,8,10,8,7,1,0,0,1
Q9H902,27,13,0,2,0,2,0,6,3,1
Q6NUK4,19,13,1,3,0,0,0,0,0,2
Q96AH8,12,5,0,2,0,0,2,1,2,0
Q6ZSC3,17,11,2,1,2,1,0,0,0,0
Q9BRR9,58,42,9,4,0,1,0,1,1,0
P51148,18,5,2,2,1,3,2,1,2,0
Q6WKZ4,144,90,26,10,4,3,0,8,2,1
A6NKT7,162,94,30,15,6,11,1,0,3,2
Q7Z3J3,161,93,30,18,6,8,1,0,3,2
Q96MK2,57,43,4,3,0,3,0,0,2,2
Q14699,33,17,5,7,2,0,1,1,0,0
P09455,5,0,0,2,0,1,1,0,1,0
Q8IUF8,24,10,2,2,3,1,1,2,3,0
Q53G59,18,11,1,1,2,1,0,0,2,0
P48730,34,21,6,2,1,1,0,0,1,2
Q14500,16,11,2,1,0,1,0,0,0,1
Q3LHN2,9,0,0,0,0,0,7,1,1,0
P22460,31,10,7,6,0,1,1,3,2,1
Q8N5Z5,28,10,2,4,0,1,1,7,1,2
Q96EK9,21,13,2,2,0,0,1,1,1,1
A6PVL3,8,3,0,3,0,0,0,2,0,0
Q5JUW0,13,6,1,1,1,2,1,0,0,1
P01599,13,6,2,0,0,1,1,0,1,2
P10620,5,0,1,2,0,2,0,0,0,0
O14950,14,8,2,1,0,3,0,0,0,0
Q8NBP5,12,6,0,4,1,1,0,0,0,0
O43347,28,8,9,2,0,1,0,4,4,0
Q01726,10,3,2,1,0,0,1,0,0,3
Q6Q8B3,10,0,7,0,0,0,1,0,0,2
Q9NXE4,33,18,7,2,1,2,0,0,0,3
Q99748,8,3,0,0,0,0,1,1,1,2
O95478,15,3,1,2,1,3,2,1,1,1
Q5BKU9,18,6,2,1,0,0,1,7,1,0
Q6IF00,4,2,1,1,0,0,0,0,0,0
Q12769,37,9,9,4,1,2,3,5,3,1
Q96RD0,5,1,2,1,0,0,1,0,0,0
P41217,14,2,6,0,0,1,0,0,1,4
Q5TZ20,7,3,2,0,0,0,0,0,0,2
O60431,5,1,1,1,0,0,0,1,1,0
P08100,17,7,5,1,1,1,2,0,0,0
Q5TC84,34,22,8,1,1,1,1,0,0,0
Q8NGT7,3,0,1,0,0,0,0,0,0,2
Q8NH54,6,1,3,0,0,0,1,0,0,1
Q9BR26,11,3,4,0,0,0,0,2,1,1
Q96RD3,3,0,2,1,0,0,0,0,0,0
Q8NGH8,6,1,3,0,1,1,0,0,0,0
P0C617,6,0,2,0,0,0,2,0,1,1
Q5JVF3,10,3,0,1,1,1,3,1,0,0
A8CG34,196,71,97,6,2,1,0,10,8,1
A0A0B4J2A2,16,4,2,1,1,7,0,0,1,0
Q9H813,21,9,4,3,1,2,1,0,0,1
Q6L8Q7,29,10,6,4,1,2,1,3,2,0
Q16625,39,25,5,1,0,0,0,3,3,2
P40425,51,27,10,4,0,0,0,8,2,0
Q9NXK6,5,1,2,0,0,1,0,0,1,0
O60829,12,8,1,1,0,0,0,0,2,0
Q460N3,27,6,5,2,0,4,0,4,5,1
Q9NP56,19,10,3,2,0,0,2,0,1,1
Q9BYG5,19,10,1,3,1,4,0,0,0,0
Q9Y5E7,33,13,12,3,1,1,2,0,0,1
P05120,10,4,3,1,0,1,1,0,0,0
P41231,20,11,3,2,0,0,0,3,1,0
Q9Y5I3,48,24,11,4,0,3,0,0,1,5
A5PLL7,2,1,0,0,1,0,0,0,0,0
Q96G91,26,6,6,3,0,1,5,4,0,1
Q96NT5,15,5,2,0,1,1,0,2,1,3
A6NDG6,12,3,3,3,0,1,0,1,1,0
P53609,13,6,3,0,0,2,1,0,1,0
O94880,81,43,21,7,3,1,1,1,1,3
P07585,15,6,3,1,1,2,0,0,0,2
Q96HS1,16,6,1,2,0,3,0,2,2,0
Q9NRX1,11,5,1,0,0,4,0,0,0,1
Q99640,51,33,2,5,0,0,0,7,1,3
P40306,16,5,3,3,0,0,0,2,3,0
Q9GZP4,16,10,2,1,0,1,1,0,1,0
A5LHX3,23,12,3,1,0,0,1,1,3,2
Q6P5Z2,60,30,7,5,2,3,0,7,2,4
P86479,16,4,2,1,0,1,0,6,1,1
Q9BWN1,71,38,12,4,1,2,0,11,2,1
Q9NQX0,43,14,15,3,2,1,0,5,2,1
A0A0G2JMD5,14,2,3,1,0,2,3,2,0,1
P02812,70,9,16,6,0,0,0,38,0,1
Q9NQV5,29,18,1,3,2,1,1,1,2,0
Q14691,9,3,1,4,0,0,1,0,0,0
Q15238,9,2,5,0,0,0,0,0,1,1
Q96QH2,65,34,9,12,2,3,0,1,4,0
O60809,15,2,3,1,0,3,3,2,0,1
Q9H0K6,25,10,5,4,1,4,0,0,1,0
Q9HBH5,12,3,4,0,1,2,0,0,1,1
O94761,65,40,6,7,0,0,1,2,2,7
Q8IUW5,32,19,5,3,0,0,1,2,1,1
P11233,14,5,1,2,0,1,2,0,2,1
O60894,2,0,0,0,0,0,1,0,0,1
Q96S21,28,13,1,3,1,3,1,4,1,1
Q5HYI8,7,3,0,1,0,2,0,0,1,0
Q96H35,13,6,3,2,0,0,0,1,1,0
Q5JS13,30,20,2,1,0,4,0,1,1,1
Q9H910,31,17,5,3,0,2,0,2,1,1
O76095,7,1,0,1,0,0,0,2,0,3
P23458,53,23,7,3,3,12,0,0,0,5
Q8WYK2,10,4,3,1,2,0,0,0,0,0
P55073,11,5,2,0,0,0,1,0,1,2
Q15181,13,5,2,0,4,1,0,0,1,0
Q9UK17,41,17,13,2,1,1,2,0,3,2
P49862,8,2,3,1,0,0,0,0,1,1
Q8N5I3,15,6,4,1,1,2,0,0,0,1
Q8NEE0,11,3,0,1,0,2,2,3,0,0
Q9UGI6,45,15,15,2,1,4,2,4,1,1
Q3LI81,11,4,5,0,0,0,1,1,0,0
P60410,37,1,2,0,0,0,5,28,0,1
Q3LI66,4,0,1,0,0,0,1,0,2,0
Q719H9,10,6,2,2,0,0,0,0,0,0
Q9UPM6,39,16,5,3,1,2,3,7,0,2
P32004,77,29,27,11,3,4,1,0,2,0
A0A0C4DH24,11,9,0,0,0,0,0,0,1,1
Q5TA81,32,1,3,0,0,0,6,20,0,2
Q96BZ8,23,7,0,6,0,0,0,2,3,5
Q96B70,33,10,6,5,0,0,1,7,2,2
P50281,30,12,4,3,1,6,1,0,2,1
Q9H306,20,7,7,1,1,3,0,0,1,0
O60291,47,38,1,1,1,2,0,1,2,1
Q9H3V2,9,2,1,0,0,0,5,0,0,1
Q02750,23,9,3,4,0,2,0,2,3,0
Q8NGZ3,4,0,3,0,0,1,0,0,0,0
O96007,11,8,1,1,0,0,1,0,0,0
P34130,12,3,4,1,0,0,0,2,1,1
Q7Z6K4,7,1,1,2,0,1,1,0,0,1
Q9NSY0,25,15,1,3,0,0,0,3,1,2
Q9NRN5,17,4,3,2,2,0,0,0,3,3
Q5VVQ6,17,5,1,4,0,1,2,1,1,2
Q8NGY0,5,0,2,0,1,0,2,0,0,0
Q8NGB8,4,1,1,0,0,1,1,0,0,0
Q56VL3,10,4,1,1,0,2,0,0,2,0
Q86VP3,73,50,9,6,2,0,0,4,0,2
F5H284,16,4,2,1,1,7,0,0,1,0
O14813,27,10,5,6,1,2,0,2,1,0
Q99570,47,24,5,8,3,0,1,0,0,6
Q8N2W9,28,10,5,2,3,1,2,3,1,1
Q6PCE3,17,6,4,1,1,2,3,0,0,0
O15212,11,0,0,5,2,2,0,1,0,1
Q96FA3,13,7,1,2,0,0,0,3,0,0
Q9HCM2,65,22,17,8,0,11,0,2,3,2
Q8WVV4,30,21,2,0,1,4,0,0,1,1
P09619,61,34,15,2,2,0,0,1,4,3
P49763,12,4,2,0,0,0,2,1,0,3
Q8NFJ6,12,4,3,1,0,2,0,1,0,1
Q00722,57,26,7,9,3,6,1,2,0,3
Q0ZLH3,19,7,0,3,1,3,2,1,1,1
A6NEY8,3,0,0,1,0,2,0,0,0,0
P49721,6,3,2,1,0,0,0,0,0,0
Q8WUY3,284,191,54,20,8,8,0,0,0,3
P35080,7,1,0,4,0,0,0,1,0,1
Q96MT3,65,48,6,3,1,2,0,3,2,0
Q86SH4,3,0,1,0,0,0,2,0,0,0
Q9BU68,7,5,0,0,0,2,0,0,0,0
Q86UN3,30,14,6,0,0,0,0,8,2,0
Q9UHI5,19,8,4,4,1,0,0,0,0,2
Q9NQ76,48,28,4,9,1,4,0,0,0,2
Q9H2D1,7,1,2,1,0,3,0,0,0,0
Q96A46,16,6,3,0,0,0,0,1,5,1
P40692,34,9,10,6,2,3,1,2,1,0
Q495T6,27,9,9,1,1,4,0,2,0,1
Q9HD23,17,7,1,4,0,0,2,1,1,1
Q8TD46,22,7,9,0,0,0,4,0,0,2
Q5VT25,113,60,12,18,4,6,1,5,4,3
Q6UXH9,26,6,8,5,0,2,1,3,0,1
Q9Y2Z2,29,14,5,3,3,0,1,0,2,1
Q8IVN3,15,5,2,1,1,2,0,2,0,2
P42345,93,40,26,7,3,4,3,2,1,7
P80297,12,3,1,0,0,0,5,3,0,0
Q4G0N4,31,10,2,3,0,4,3,2,5,2
Q9BZK3,19,13,2,3,0,0,0,1,0,0
Q02083,17,8,5,2,0,1,0,0,0,1
P41227,25,17,0,5,1,2,0,0,0,0
Q9Y4I1,83,34,11,15,5,14,2,0,1,1
A6NI72,27,15,4,2,0,2,0,0,3,1
P0C2Y1,36,19,4,10,0,0,1,0,2,0
Q6PIU2,10,1,4,1,0,4,0,0,0,0
Q5VU43,173,107,14,31,8,4,1,2,4,2
P40205,13,2,0,0,1,0,3,5,1,1
Q8NA29,18,6,4,0,2,0,0,0,0,6
Q9UKX3,123,58,11,28,6,12,2,0,2,4
Q07444,13,4,5,0,1,0,0,0,1,2
Q8NFA2,34,16,5,0,0,0,0,8,3,2
O75323,13,3,2,0,2,5,0,0,1,0
Q9BZQ4,14,5,5,0,1,1,2,0,0,0
Q15818,21,9,4,2,1,1,1,1,1,1
O15399,94,29,15,4,0,4,3,34,5,0
P61582,6,2,0,0,0,1,1,0,0,2
Q5SYE7,232,147,44,5,4,3,0,16,13,0
O14745,25,16,1,4,1,1,0,2,0,0
Q9Y314,22,9,4,4,1,2,1,0,1,0
O75489,10,4,1,2,1,0,0,0,1,1
O75607,11,8,0,0,1,0,0,1,1,0
A8MQ27,41,15,6,1,0,1,3,11,2,2
O95182,12,7,1,3,0,1,0,0,0,0
O43613,31,11,5,1,0,2,2,6,2,2
Q8NH41,6,1,3,0,0,0,1,0,0,1
Q8NHW6,3,1,0,0,0,0,1,0,0,1
Q9BW27,18,9,4,0,0,2,0,0,0,3
Q8TCD5,4,1,0,2,0,1,0,0,0,0
Q8NH42,5,2,1,1,0,0,1,0,0,0
Q8NGD0,2,0,1,0,0,0,1,0,0,0
Q96HC4,54,28,17,3,2,0,0,0,3,1
Q7Z3E1,31,13,11,1,0,3,0,2,0,1
O60733,21,9,2,0,2,4,0,0,2,2
A0A1B0GUJ8,13,4,0,3,0,1,0,3,1,1
P23284,9,1,1,2,0,3,0,0,2,0
O60260,14,6,4,2,0,0,0,1,0,1
O14603,8,4,1,0,0,1,0,0,1,1
O43474,45,15,13,2,1,1,0,5,7,1
Q6ZMT4,76,45,5,5,7,6,0,7,1,0
Q6ZV70,9,1,0,1,0,3,1,0,1,2
P48729,20,8,6,2,1,2,0,0,0,1
P52954,29,19,0,4,1,1,0,2,1,1
Q9BXB1,26,13,6,2,0,0,0,2,2,1
P10916,15,3,1,3,3,1,0,1,3,0
Q7RTY0,7,2,2,2,0,0,0,0,1,0
Q2QL34,3,1,2,0,0,0,0,0,0,0
Q2TV78,25,9,5,0,2,1,3,3,2,0
Q9BUK6,24,13,3,2,1,4,0,0,1,0
P28360,21,10,2,5,1,0,0,1,2,0
Q8WXI7,2219,788,1349,35,10,4,2,4,26,1
Q9BTC8,41,28,7,2,0,2,1,0,0,1
Q86W24,23,8,7,2,0,5,1,0,0,0
Q93070,18,2,7,0,3,3,1,0,2,0
P15531,8,3,0,1,0,3,1,0,0,0
P35579,117,32,9,41,5,17,2,0,2,9
Q9H1R3,49,27,6,8,3,2,0,0,2,1
Q9HCD5,48,28,6,2,0,0,0,6,5,1
Q8N8D7,7,0,1,0,0,0,4,0,0,2
Q14919,22,11,5,0,1,0,1,1,3,0
Q9NPG2,5,5,0,0,0,0,0,0,0,0
P43699,37,15,7,4,0,1,0,5,3,2
O60393,55,27,12,6,2,1,0,3,3,1
P78367,36,22,4,1,1,0,0,4,3,1
Q96NY8,30,19,4,2,0,1,1,1,1,1
Q8TCU5,50,23,17,1,1,1,1,2,3,1
Q96MY1,68,27,28,4,0,0,0,6,2,1
O43676,5,2,0,0,1,2,0,0,0,0
Q15599,22,17,1,2,0,0,0,1,0,1
P0DQD5,13,4,4,1,0,0,1,0,0,3
Q9NZM5,31,12,2,11,1,2,0,0,0,3
Q99784,24,8,9,3,1,2,0,0,1,0
O95644,115,64,31,5,2,0,0,7,5,1
Q7RTW8,36,14,13,4,0,4,0,0,0,1
O60422,53,10,12,5,0,1,1,21,2,1
Q96L73,213,129,24,19,6,8,3,9,8,7
Q8NGB9,7,1,2,0,0,1,1,0,0,2
Q96MF7,9,5,1,0,1,0,0,1,0,1
Q6DKJ4,16,6,1,2,3,1,0,2,1,0
A6NL08,6,0,3,0,0,2,0,0,0,1
O15243,1,0,0,1,0,0,0,0,0,0
Q8NHC4,2,0,1,0,0,0,1,0,0,0
P0C7T3,5,0,4,0,1,0,0,0,0,0
Q8NGF0,4,0,1,0,0,2,0,0,0,1
Q8NH74,5,1,1,0,0,1,0,0,0,2
Q8NGY7,6,2,2,0,0,0,0,0,1,1
Q9UBL9,22,7,3,1,1,3,0,3,1,3
Q9H4L5,68,44,10,5,1,5,0,2,1,0
Q96KW2,117,57,38,8,2,0,0,0,11,1
Q9BZF3,51,31,8,2,1,5,0,1,1,2
O76002,6,2,2,0,0,0,0,0,1,1
P0C623,4,1,1,0,0,2,0,0,0,0
Q6UW60,34,9,13,3,0,0,0,3,6,0
P22079,34,15,6,3,0,5,0,4,0,1
Q7Z309,38,31,1,1,1,0,0,1,2,1
Q8TCW9,11,2,6,1,0,2,0,0,0,0
Q8NAT1,10,1,5,1,1,0,1,0,0,1
Q9UMS4,20,6,3,6,1,3,1,0,0,0
Q6ZSY5,62,32,13,5,0,1,1,6,3,1
O43490,46,17,9,5,0,5,8,0,1,1
Q9UHX1,30,15,5,4,2,2,0,0,1,1
Q96D70,11,6,2,1,0,0,1,0,0,1
P0C870,9,3,2,2,0,0,0,0,1,1
P05161,6,1,0,2,0,0,0,1,2,0
Q9Y219,75,12,23,1,1,0,1,36,1,0
Q86VS3,36,13,9,4,2,4,1,0,2,1
P14616,52,26,13,2,2,1,0,7,1,0
O15037,43,20,4,7,0,2,0,3,6,1
Q8WZA9,39,14,10,8,0,1,0,4,1,1
Q9Y257,7,4,2,0,0,0,0,0,1,0
Q9BYR8,20,1,1,0,0,0,5,13,0,0
Q9Y597,67,48,11,2,0,3,1,1,1,0
Q6ZP29,12,5,1,1,0,0,1,0,2,2
P0DMU2,4,0,1,1,0,0,1,0,0,1
Q8NGM1,3,1,1,1,0,0,0,0,0,0
Q8NG98,6,2,1,0,0,0,1,1,0,1
Q8NGG5,3,1,1,1,0,0,0,0,0,0
Q9GZY0,25,11,5,0,3,3,2,1,0,0
Q8N323,28,4,16,2,1,4,1,0,0,0
Q02509,31,13,10,1,1,1,0,5,0,0
Q8NGI2,5,1,2,0,0,1,0,0,0,1
Q8NH90,4,0,3,0,0,1,0,0,0,0
Q8NH56,6,1,1,1,0,1,0,0,1,1
O76001,4,1,1,1,0,0,0,0,0,1
Q68DD2,36,14,11,6,1,1,0,0,1,2
Q9BZ23,49,31,4,7,1,0,1,0,2,3
P15735,13,7,0,0,1,2,0,0,2,1
Q9BZM1,10,2,0,0,0,1,0,3,1,3
Q96EK2,53,15,23,3,3,2,0,3,1,3
Q76G19,74,50,3,8,1,2,2,5,2,1
P05186,24,7,10,1,0,3,1,0,2,0
P0CG39,71,34,11,9,0,2,9,3,2,1
Q9HAB8,12,3,2,1,1,1,0,0,4,0
Q8WVI7,14,10,1,3,0,0,0,0,0,0
B2RU33,49,22,3,4,0,2,13,3,1,1
E7EW31,132,77,21,8,1,2,0,7,12,4
P07225,29,7,3,5,4,2,0,6,0,2
Q16651,6,1,2,2,0,0,0,0,0,1
P49720,6,2,3,0,0,1,0,0,0,0
Q86YV5,161,82,33,6,4,3,1,25,4,3
Q5R3F8,63,35,14,5,1,3,3,0,2,0
Q96PX9,62,37,11,4,0,1,2,1,2,4
O00231,20,7,2,4,1,2,0,0,2,2
P26045,40,26,3,3,0,7,0,0,1,0
Q06203,13,3,4,1,2,3,0,0,0,0
P31930,17,6,3,3,0,3,1,0,1,0
P15918,57,28,7,5,1,10,2,1,0,3
Q15434,34,14,6,2,1,4,0,3,3,1
P26374,31,18,5,2,1,4,0,0,0,1
P61576,8,1,3,0,1,0,0,1,1,1
Q9P258,32,10,6,3,2,5,0,2,4,0
Q8IUD2,72,40,5,20,6,0,0,0,1,0
Q7Z6I6,88,62,4,14,1,0,0,5,1,1
Q6ZRI8,25,17,1,1,1,2,1,1,0,1
Q92785,29,19,0,2,1,4,0,0,3,0
Q9H4E5,13,4,0,1,0,0,5,1,1,1
O75679,16,4,2,1,0,1,5,2,0,1
P23921,27,10,6,4,1,2,2,0,1,1
P00797,9,4,3,0,1,0,0,0,1,0
Q8N8K9,45,22,13,1,3,0,3,0,3,0
O94829,23,9,3,1,0,0,1,1,0,8
Q9UK53,32,13,2,3,1,0,3,4,5,1
P51812,34,19,2,5,1,3,0,1,1,2
Q9BQ31,18,11,2,1,1,0,1,0,0,2
P43626,27,12,10,1,1,0,2,0,0,1
O43240,9,4,1,1,0,0,0,0,1,2
Q9BYU5,31,0,1,0,0,0,12,18,0,0
A6NGR9,32,13,3,4,0,0,1,0,8,3
O00180,11,3,1,1,1,1,3,0,0,1
Q3LI70,8,0,1,0,0,0,2,1,4,0
Q16558,8,1,2,0,0,1,0,0,3,1
Q96I82,16,7,5,1,0,0,0,2,1,0
Q96BN8,21,5,6,3,0,3,1,2,1,0
O00110,12,2,2,2,0,0,2,2,2,0
Q9UGF6,8,2,2,1,0,0,0,1,1,1
Q8NGE9,4,0,1,0,0,0,0,1,1,1
Q7RTU3,29,16,3,1,0,3,0,4,1,1
Q8NGU1,2,0,2,0,0,0,0,0,0,0
O75147,50,23,12,4,2,1,0,4,3,1
Q9Y5P1,3,0,3,0,0,0,0,0,0,0
Q8NGI0,5,1,3,0,0,1,0,0,0,0
Q8NH19,5,0,2,1,0,0,0,0,1,1
Q8NGX0,5,2,1,0,0,1,1,0,0,0
Q86UW1,19,4,0,0,1,0,7,5,0,2
Q9UKG9,16,7,2,3,1,3,0,0,0,0
Q8IXM7,23,8,6,3,0,1,0,2,3,0
Q8NG92,1,0,1,0,0,0,0,0,0,0
Q86WC4,23,6,11,0,0,1,1,2,0,2
Q3SYA9,35,10,15,3,0,1,1,2,3,0
Q92882,13,5,2,3,0,0,0,1,2,0
Q504Q3,37,13,7,3,1,8,0,0,4,1
Q13310,41,15,3,5,1,4,0,1,11,1
O15496,8,2,1,0,0,0,2,3,0,0
P13674,31,12,3,4,2,6,1,0,1,2
P16284,32,13,12,3,1,1,1,0,0,1
Q9P215,31,12,4,7,0,3,0,3,2,0
A0A0A6YYL3,46,23,5,5,0,1,8,2,1,1
H3BUK9,46,23,5,5,0,1,8,2,1,1
Q5JR12,34,22,2,6,1,0,0,1,2,0
Q8NE79,24,17,3,0,1,2,0,0,1,0
A5A3E0,84,38,11,10,0,2,14,4,4,1
